Date (GMT+1),Hydro Run-of-River,Fossil hard coal,Fossil oil,Fossil peat,Fossil gas,Hydro pumped storage,Others,Wind onshore,Load
23-01-2022 20.00,73.6,472.5,450.6,105.4,1682.8,19.8,0,1535.4,4120.1
23-01-2022 20.30,66.1,472.2,448.2,104.3,1521,19.9,0,1517.3,4022.5
23-01-2022 21.00,66.2,473.6,408.3,101.8,1257.1,19.8,0,1619.2,3926.1
23-01-2022 21.30,54.8,447.8,211.7,102.7,1113.2,19.7,0,1577.1,3766.6
23-01-2022 22.00,46.2,416.9,171.1,105.7,922.6,24.5,0,1573.5,3607.1
23-01-2022 22.30,33.3,350.3,165.1,103.6,767.8,19.6,0,1565,3418.6
23-01-2022 23.00,33.8,289.5,167.1,104.7,682.5,19.5,0,1590.2,3363.4
23-01-2022 23.30,33.8,354.5,166.1,105.3,788,19.6,0,1528.5,3321.2
24-01-2022 0.00,33.5,298.2,172.4,105.6,715.9,0,0,1492,3206.8
24-01-2022 0.30,33.7,385.8,164.4,105,712.4,0,0,1476.8,3128.4
24-01-2022 1.00,33.2,491.7,164.7,103.5,771.4,0,0,1372.2,3042
24-01-2022 1.30,33.3,509.7,165.4,101.1,701.7,0,0,1365.8,2994.4
24-01-2022 2.00,32.6,466,165.1,99.3,665.3,0,0,1376.9,2966.9
24-01-2022 2.30,33.2,385.8,164.7,101.9,687.4,0,0,1329.6,2922.7
24-01-2022 3.00,33.9,332,174.5,107.1,720.9,0,0,1313.9,2877.9
24-01-2022 3.30,33.9,311.2,172.8,107.2,719.5,0,0,1322.9,2877.8
24-01-2022 4.00,33.8,313.9,173.5,107.2,726,0,0,1174.4,2854.6
24-01-2022 4.30,33.5,374.1,165.1,103.6,698.8,0,0,1197.7,2872.9
24-01-2022 5.00,33.8,348.7,180.5,108.6,730.7,0,0,1163.1,2878.9
24-01-2022 5.30,34,434,184,105.5,846,0,0,1135.9,2957.4
24-01-2022 6.00,34,515.4,212.5,111.3,988.6,0,0,1108.3,3116.6
24-01-2022 6.30,34,621.1,235,107.2,1156.8,0,0,1055.6,3350.9
24-01-2022 7.00,55.1,679,259.8,108.5,1419.8,15.6,0,1012.8,3657
24-01-2022 7.30,55.9,675.3,455.8,108.9,1644.8,18.2,0,959.9,4040.9
24-01-2022 8.00,132.6,679,559.3,107.1,1676.5,15.6,0,971.3,4267.9
24-01-2022 8.30,132.9,675.3,569,110.6,1725.9,18.1,0,944.2,4339.9
24-01-2022 9.00,138.5,676.9,551.4,106,1711.7,5,0,1001.3,4412.7
24-01-2022 9.30,139.8,679,585.1,108.5,1748.7,6.1,0,1026.6,4498.2
24-01-2022 10.00,141.5,665.5,574.4,111,1767.5,15,0,941.2,4514.1
24-01-2022 10.30,142.9,673.2,525.1,111.1,1770.7,8.1,0,880,4509.6
24-01-2022 11.00,139.9,702.7,500.4,111.1,1783.4,6.4,0,819.3,4521.7
24-01-2022 11.30,139.4,702.5,504.1,111,1815.3,6.4,0,850.1,4526.5
24-01-2022 12.00,140.5,699.3,506.8,111,1857.8,7,0,775.9,4528.8
24-01-2022 12.30,140.2,695.4,501.4,110.9,1868.7,7.2,0,802,4570.4
24-01-2022 13.00,144.3,698,506.9,111,1880.9,7.3,0,750.4,4584.4
24-01-2022 13.30,146.4,681.7,495.6,108.9,1856.2,5.5,0,717.8,4513.7
24-01-2022 14.00,152.4,678.3,497.6,110.4,1869.4,5.4,0,692.9,4499.6
24-01-2022 14.30,159,686.5,505.7,111,1878.1,6.9,0,688.8,4529.9
24-01-2022 15.00,161.8,677.6,497.4,110.6,1868.8,5.7,0,624.2,4545.2
24-01-2022 15.30,165.9,681.7,538.9,110.8,1876.7,6.5,0,599,4587.7
24-01-2022 16.00,176.9,681.7,559.7,106.2,1825.1,13.9,0,546.1,4644.4
24-01-2022 16.30,180,676.4,584,110.5,1879.4,62.2,0,531.3,4768.1
24-01-2022 17.00,180.7,698,618.2,110.8,1872.3,99.8,0,463.1,4937.4
24-01-2022 17.30,180.7,702.1,673.6,111.1,1884.6,203.4,0,439.6,5109
24-01-2022 18.00,178.1,629.3,674.6,109.1,1867.7,238,0,432.1,5082.6
24-01-2022 18.30,162.8,649.2,666.2,106.9,1842,231.9,0,434.1,4972.6
24-01-2022 19.00,163.8,638.9,632.7,107.6,1798.2,233.9,0,425.8,4845.3
24-01-2022 19.30,101.8,665.7,605.9,111,1877.3,256.9,0,412.1,4717.6
24-01-2022 20.00,100,687.6,563.3,109,1815,237.3,0,383.2,4578.6
24-01-2022 20.30,101.8,701.4,509.4,110.7,1851.9,233.2,0,336.1,4481.1
24-01-2022 21.00,82.2,707.5,495.3,109,1824,21.3,0,314.2,4336.5
24-01-2022 21.30,53.9,705.5,481.8,105.8,1744.8,12.2,0,302.8,4156.4
24-01-2022 22.00,55.8,698.9,497.9,108.1,1537.4,10,0,296.7,3938.8
24-01-2022 22.30,44.2,694.3,483.4,104,1409.1,12,0,274,3755.2
24-01-2022 23.00,33.1,603,484,105.5,1221.7,12.2,0,266,3621.3
24-01-2022 23.30,24.1,618.8,455.5,106.9,1032.6,5.3,0,264.4,3554.1
25-01-2022 0.00,12.8,648.5,377.5,108.6,1080.4,0,0,269.6,3415.7
25-01-2022 0.30,12.8,696.6,353.6,106.5,1095,0,0,287.6,3339
25-01-2022 1.00,12.8,704.3,357.5,106.7,1099.4,0,0,276.7,3229.8
25-01-2022 1.30,12.8,643.5,354.7,106.7,1101.4,0,0,253.2,3159
25-01-2022 2.00,12.8,667.3,289.9,106.4,1029.7,0,0,248.2,3107.3
25-01-2022 2.30,12.8,668,203,106.2,1034.7,0,0,249,3072.8
25-01-2022 3.00,12.8,666.6,215.2,110.8,1038,0,0,230.4,3042.1
25-01-2022 3.30,12.9,666.9,216.3,111,1047.1,0,0,207,3024.1
25-01-2022 4.00,12.9,667.3,216.9,111.1,1027.7,0,0,190.1,3011.2
25-01-2022 4.30,12.9,665.5,220.7,111.1,1038.8,0,0,201.9,3007.8
25-01-2022 5.00,12.9,673.9,220.7,111.3,1039.2,0,0,207.8,3023.4
25-01-2022 5.30,13,696.6,235,110.8,1199.5,0,0,182.8,3100.3
25-01-2022 6.00,13,698.6,467.8,110.8,1247.7,0,0,162.8,3245.5
25-01-2022 6.30,13,701.1,585.6,110.8,1446.5,0,0,121.1,3460.9
25-01-2022 7.00,25,702.1,613.4,108.1,1773,5,0,112.9,3771.4
25-01-2022 7.30,35.1,694.3,673.2,111,1857.7,6.2,121,113,4123.8
25-01-2022 8.00,109.8,702.1,673.5,108,1827.1,113,132.7,106.4,4346.1
25-01-2022 8.30,119,695.2,681.9,110.8,1875.4,21.2,134.1,86.3,4381.6
25-01-2022 9.00,119,697.7,685.9,111,1881,17.7,127.2,69.5,4452.1
25-01-2022 9.30,119.9,703.2,688.3,111.1,1883.8,20.9,132.2,74.6,4535.1
25-01-2022 10.00,118.4,706,686,109.1,1859.1,54.7,177.5,72.9,4549.9
25-01-2022 10.30,118.2,718.3,684.9,108.5,1848.8,10.4,141.4,59.1,4535.9
25-01-2022 11.00,118,718.1,674.4,108.3,1823.6,11.1,111.1,55.3,4551.3
25-01-2022 11.30,119.4,709.8,688.4,110.9,1855,13,145.6,49.5,4560.1
25-01-2022 12.00,118.9,712.1,677.1,108.9,1826.4,10.2,211.9,54.9,4568.1
25-01-2022 12.30,119.4,698.4,676.9,109.8,1834.2,10.4,171.8,52.1,4587
25-01-2022 13.00,119,692.9,679.4,109.4,1832.5,5.4,122.4,73.2,4596.3
25-01-2022 13.30,119,700.2,677.9,109.1,1829.4,0,103.5,82.5,4526.4
25-01-2022 14.00,119,691.3,675,108.5,1784.4,0,102.7,87.8,4493.5
25-01-2022 14.30,119.4,704.3,675.9,108.9,1794.7,0,103,85.2,4481.6
25-01-2022 15.00,140.6,688.8,682.5,110.6,1811.4,0,92.9,83.2,4488.2
25-01-2022 15.30,140.9,693.4,679.5,110.1,1806.3,0,91.7,94.5,4516.6
25-01-2022 16.00,141.2,697.5,685.3,111.1,1820.4,0,93.5,91.4,4549.5
25-01-2022 16.30,141,692,684.2,110.7,1814.9,11.1,104.3,96.4,4648
25-01-2022 17.00,148.6,715.3,674.5,108.3,1786.1,54.2,102.4,131.6,4799.7
25-01-2022 17.30,155.9,718.5,679,110.7,1840.9,211.8,103.7,183.9,5076.6
25-01-2022 18.00,140.6,718.5,687.5,110.6,1850.2,215.6,104.1,160.3,5131.7
25-01-2022 18.30,138.4,725.4,675.4,108.5,1814.5,208.9,102.5,158.5,5040.5
25-01-2022 19.00,138.1,716.2,673.3,107.7,1807.7,170.8,102.2,180.1,4895.8
25-01-2022 19.30,138.6,712.8,675.3,108.5,1786.9,192.3,51.5,201.7,4786.1
25-01-2022 20.00,139.4,713.5,679.8,111,1758.8,21.5,6.1,200.9,4642.1
25-01-2022 20.30,132.2,716.5,678.8,109.1,1803.7,5.6,0,211.1,4521.6
25-01-2022 21.00,109.1,718.1,669.6,107.2,1681.8,0,0,249.4,4381
25-01-2022 21.30,109.1,719.2,665.6,105.8,1613.8,0,0,302.8,4203.9
25-01-2022 22.00,34,720.1,661.3,103.4,1376.2,0,0,319.1,3993.1
25-01-2022 22.30,12.9,680.8,684.4,110.7,1336.4,0,0,333.7,3797.8
25-01-2022 23.00,12.9,666.6,688.7,108.9,1313.5,0,0,335.5,3660.6
25-01-2022 23.30,12.8,668.4,669.2,107.6,1254.8,0,0,328.8,3603.1
26-01-2022 0.00,12.8,688.8,661.3,105.4,1030.5,0,0,358.4,3471.8
26-01-2022 0.30,12.9,618.8,678.1,110.8,927.7,0,0,353.4,3372.5
26-01-2022 1.00,12.9,598.7,687.9,110.8,958.1,0,0,326.4,3265.4
26-01-2022 1.30,12.9,599.8,682.9,110.8,939.8,0,0,334.7,3191.3
26-01-2022 2.00,12.9,603.2,685.9,111.1,864.3,0,0,344.8,3118.5
26-01-2022 2.30,12.8,593.2,656.8,103.3,819.5,0,0,396.9,3091.7
26-01-2022 3.00,12.9,582,576.4,108.9,850.6,0,0,406.4,3039.3
26-01-2022 3.30,12.9,562.8,437.8,110.8,825.1,0,0,508.4,3013
26-01-2022 4.00,12.9,563.7,352.1,109.7,806.1,0,0,575.1,3020.5
26-01-2022 4.30,12.9,522.7,346.5,109.3,761.3,0,0,689.7,3026.3
26-01-2022 5.00,12.9,542.4,300.6,111.3,827,0,0,683.9,3039.2
26-01-2022 5.30,12.8,561.6,284.1,104.6,789.2,0,0,806.2,3101.6
26-01-2022 6.00,12.8,563.7,293.6,108.9,810,0,0,933.4,3225.6
26-01-2022 6.30,12.8,564.6,282.7,109,833.8,0,0,1126.8,3455.8
26-01-2022 7.00,25.4,471.3,301.4,111.2,726.1,4.4,0,1264.9,3708.9
26-01-2022 7.30,24.8,553.4,325.9,109.9,873.4,5.3,0,1411.2,4063.8
26-01-2022 8.00,45.3,592.5,373.2,106,841.6,5.3,0,1494,4299.7
26-01-2022 8.30,45.3,596.4,385.6,105.1,838.1,14.6,0,1536,4332.8
26-01-2022 9.00,54,576.5,382.9,108,915.7,51.4,0,1636.8,4395.9
26-01-2022 9.30,55.2,575.6,384.1,110.4,903.2,14.3,0,1700,4456.8
26-01-2022 10.00,55.3,572.6,397,111.1,925.3,19.9,0,1681.2,4451.9
26-01-2022 10.30,55.2,573.5,420.2,111.1,955.7,18.9,0,1646.3,4432.4
26-01-2022 11.00,68.5,572.1,479.2,110.8,974.1,18.5,0,1611.4,4419.4
26-01-2022 11.30,67.5,542.4,562.4,107.6,981.7,15.2,0,1624,4352.2
26-01-2022 12.00,56.6,578.5,510.8,107.5,940.4,15.2,0,1735,4418.1
26-01-2022 12.30,56.9,576.5,515.3,104.8,932.9,14.8,0,1840,4431.6
26-01-2022 13.00,56.6,593.9,412.6,106,913.4,14.6,0,1924.6,4427.7
26-01-2022 13.30,54.2,595.7,388.9,108.5,900.7,14.9,0,1970.3,4362.7
26-01-2022 14.00,51.7,588.2,384.8,101.3,845.5,19.9,0,1995.9,4349.7
26-01-2022 14.30,52.3,578.1,387,103.2,894.6,20.1,0,2106.7,4346.9
26-01-2022 15.00,51.3,615.6,385.3,101.4,875,19.7,0,2222.4,4401.7
26-01-2022 15.30,53.6,613.8,406.3,106.6,918.3,20,0,2236.4,4451.1
26-01-2022 16.00,53.3,579.2,414.1,106.2,917.8,19.8,0,2329.2,4541.4
26-01-2022 16.30,54.3,581.8,433.1,110.5,951.5,28.1,0,2332.1,4622.3
26-01-2022 17.00,54.4,609.7,490.2,110.8,944.4,67.1,0,2387.2,4821.1
26-01-2022 17.30,54.3,602.3,493.9,111,951.5,93.5,0,2442.4,5029.4
26-01-2022 18.00,54.5,574,554.7,111.1,953.4,93.5,0,2419.7,5012.3
26-01-2022 18.30,54,573.8,483.2,110.6,935.1,30.3,0,2539.9,4938.7
26-01-2022 19.00,53,544,382.1,105.9,789.4,19.5,0,2612.5,4822.3
26-01-2022 19.30,37.3,455.3,293.6,110.7,666,31.8,0,2615.8,4689.7
26-01-2022 20.00,24.2,462.6,137.6,110.2,694.4,22.2,0,2601.3,4556
26-01-2022 20.30,24.2,381.6,123.4,107.6,608.2,19,0,2612.2,4436.2
26-01-2022 21.00,12.8,343.5,87.7,110.6,650.7,24.8,0,2574.1,4320.9
26-01-2022 21.30,12.7,345.3,38,106.2,580.6,19.4,0,2548.2,4129.4
26-01-2022 22.00,12.7,327.4,38.6,79.1,475.2,19.9,0,2612,3939.8
26-01-2022 22.30,12.8,305.3,38.3,62.1,470.1,19.9,0,2547.4,3737.4
26-01-2022 23.00,13.1,298.2,37.3,46.3,397.4,39.6,0,2397.3,3609.7
26-01-2022 23.30,13,297.5,37.8,46.3,360.3,23.4,0,2205.3,3557.1
27-01-2022 0.00,13,297.7,37.2,46.4,368.8,0,0,2130.9,3404.9
27-01-2022 0.30,13.1,298.9,38,46.3,361.7,0,0,2120,3326.9
27-01-2022 1.00,13.1,306.9,37.8,48,422.1,0,0,2101.1,3223.4
27-01-2022 1.30,13.1,301.8,37.8,46.3,371.9,0,0,1992.1,3121.7
27-01-2022 2.00,13.1,301.1,37.3,46.2,367.1,0,0,1901.6,3055.2
27-01-2022 2.30,13.1,305.9,38.3,46.4,366.4,0,0,1730.3,3019.9
27-01-2022 3.00,13.1,302.1,37.8,46.4,380.4,0,0,1667.9,2970.9
27-01-2022 3.30,13,362.2,37.9,67.2,439.8,0,0,1524.2,2959.4
27-01-2022 4.00,13,376.8,37.8,101.8,500,0,0,1372.9,2962
27-01-2022 4.30,13,366.3,38.1,106.6,544,0,0,1384,2951.2
27-01-2022 5.00,13.1,369.8,37.9,110.6,593.2,0,0,1242.9,2962.6
27-01-2022 5.30,13,368.2,241.3,105.9,585.5,0,0,1089.6,3043.1
27-01-2022 6.00,13,367.7,207.9,110.5,767.2,0,0,996.4,3155.2
27-01-2022 6.30,24.8,437,216.3,108.4,898.3,0,0,952.1,3366.4
27-01-2022 7.00,25.4,466.3,279.9,109.9,1263,0,0,892.1,3632.8
27-01-2022 7.30,39.5,583.6,329.6,110.7,1638,17.5,0,864.8,4014.1
27-01-2022 8.00,115.8,597.1,478.6,104.8,1652.8,15.2,0,833.4,4233.7
27-01-2022 8.30,114.7,587.5,485.4,104.3,1649.8,15,0,823.1,4253.9
27-01-2022 9.00,118.3,631.4,526.7,108.3,1675.9,17.9,0,754.8,4294.5
27-01-2022 9.30,119.1,632.3,630.8,110.9,1718.1,20.5,0,653,4354.2
27-01-2022 10.00,132.1,632.3,615.2,108.1,1673.5,15,0,748.6,4385.7
27-01-2022 10.30,136.5,648.5,618.5,109.9,1700.2,15.2,0,689.9,4343.2
27-01-2022 11.00,155.6,652,508.8,110.8,1712.5,17.6,0,636.5,4359.7
27-01-2022 11.30,159.4,634.6,503.5,110.8,1706.6,15.7,0,592.9,4349.3
27-01-2022 12.00,162.1,655.2,469.7,105.5,1662.2,15,0,547.5,4316.4
27-01-2022 12.30,160.7,652.7,444.3,103.4,1639.2,14.6,0,531.2,4338.5
27-01-2022 13.00,164.6,634.1,387.5,106,1675,14,0,588,4374.3
27-01-2022 13.30,165.6,632.8,385.3,108.5,1654.8,15.4,0,514.5,4313.3
27-01-2022 14.00,166.8,629.8,401.3,110.7,1679.8,20.6,0,485.9,4270.6
27-01-2022 14.30,167.6,659.1,406.2,111,1714.3,21.7,0,393.9,4264.8
27-01-2022 15.00,153.1,661.1,505.7,109.7,1674,11.9,0,304,4276.1
27-01-2022 15.30,146,628.2,512,110.6,1693,14.5,0,269.8,4309.6
27-01-2022 16.00,139.4,659.5,581.6,110.8,1705.9,27.8,0,288.3,4371.8
27-01-2022 16.30,140.1,633,654.8,111,1758.1,109.2,0,238.2,4492.2
27-01-2022 17.00,139.7,659.3,686,110.8,1820,147.3,0,180.5,4599.9
27-01-2022 17.30,143.1,677.6,672.8,106.5,1824.5,173.5,67.6,148.4,4876
27-01-2022 18.00,146.8,716.5,665.2,104.8,1803.1,166.8,77.7,127.7,4965.7
27-01-2022 18.30,102.7,720.4,668.3,107.1,1824.7,173.4,0,87.4,4882.4
27-01-2022 19.00,75.6,688.1,624.9,111,1858,191.2,0,69.9,4780.1
27-01-2022 19.30,75.4,689,584.2,110.8,1845.3,189.4,0,61.3,4675.5
27-01-2022 20.00,75.2,688.8,521.4,110.9,1841.7,184.8,0,72.4,4575.3
27-01-2022 20.30,74.3,653.6,495.3,108.6,1794.2,174.6,0,102.3,4451.1
27-01-2022 21.00,65.7,599.6,457.6,109.2,1783.1,138,0,169.4,4313.2
27-01-2022 21.30,58.9,590.5,450.2,106.8,1715,24.8,0,256,4143.9
27-01-2022 22.00,54.2,581.3,407.9,110.8,1689.3,24.4,0,326,3957.6
27-01-2022 22.30,53.5,584.3,394.2,107.9,1663.2,0,0,498.6,3794.8
27-01-2022 23.00,46.9,583.8,367,108.8,1578.4,0,0,563.8,3683.1
27-01-2022 23.30,34.5,586.1,349.9,107.1,1417.9,0,0,579.4,3604.2
28-01-2022 0.00,35,539.9,239.2,107.5,1225.1,0,0,556.3,3452.2
28-01-2022 0.30,35.2,466.5,187.5,111,1364.6,0,0,538.4,3351
28-01-2022 1.00,34.8,500.4,255,108.6,1371.4,0,0,574.9,3264.1
28-01-2022 1.30,34.7,584.7,334.1,108.5,1128.5,0,0,618.6,3169.5
28-01-2022 2.00,35.1,572.6,224.1,111.5,1032,0,0,660.9,3091.3
28-01-2022 2.30,35.1,618.4,0,109.9,1023.3,0,0,682.5,3040.6
28-01-2022 3.00,35.1,586.8,0,107.8,990.6,0,0,803.4,3006.7
28-01-2022 3.30,34.6,562.3,0,105.4,933.4,0,0,855.1,2989.9
28-01-2022 4.00,35,545.4,0,111.1,952.8,0,0,819.3,2961.6
28-01-2022 4.30,35,582.9,0,107.6,941.8,0,0,816.2,2955.1
28-01-2022 5.00,35.2,562.3,0,110.2,928,0,0,842.7,2992.6
28-01-2022 5.30,35.1,634.4,0,108.5,920.5,0,0,877.5,3051.5
28-01-2022 6.00,34.2,673,0,103.9,947.9,0,0,959.1,3170.6
28-01-2022 6.30,34.3,677.4,0,104.2,933.2,0,0,1110.1,3375
28-01-2022 7.00,46.2,678.7,0,106.5,1031.8,4.9,0,1201.1,3642.8
28-01-2022 7.30,54.4,678.7,0,107.6,1135.5,44.8,0,1389.8,4003.6
28-01-2022 8.00,67.2,676.9,0,110.8,1177.1,82.7,0,1498.9,4221.5
28-01-2022 8.30,115.2,660.9,0,106.2,1116.6,81.2,0,1671.9,4280
28-01-2022 9.00,117,644.4,0,109,1125.8,81.4,0,1804.5,4332.9
28-01-2022 9.30,116,674.4,0,107.2,1120.8,52.5,0,1876.1,4334.2
28-01-2022 10.00,117.9,671.4,0,110.7,1034.9,18.2,0,2100,4370
28-01-2022 10.30,117.6,644,0,107.1,976.9,15.3,0,2225.6,4339.6
28-01-2022 11.00,117.8,670.5,0,108.1,810.9,18,0,2474.7,4312.2
28-01-2022 11.30,121.9,655.9,0,99.3,770.7,14.9,0,2669.8,4378.1
28-01-2022 12.00,138.7,605.1,0,108.8,688.2,18.5,0,2785.1,4415.8
28-01-2022 12.30,139,563.2,0,108.8,729.4,16.7,0,2828.8,4432.1
28-01-2022 13.00,138.5,517.3,0,107.3,770.2,15.7,0,2751.6,4404.1
28-01-2022 13.30,139.1,467.2,0,108.7,773.3,14.6,0,2701,4330.1
28-01-2022 14.00,138.8,470.6,0,110.6,816.8,23.4,0,2719.6,4318.5
28-01-2022 14.30,137.1,485,0,108.7,865.1,16,0,2663,4262.1
28-01-2022 15.00,135.3,493.7,0,105.8,855.9,14.8,0,2662.7,4267.9
28-01-2022 15.30,137.1,538.8,0,109.2,873.5,18.2,0,2616.5,4282.5
28-01-2022 16.00,137.8,502.2,0,110.1,1015.2,18.9,0,2529.6,4309
28-01-2022 16.30,138.9,602.8,0,110.7,998.6,32.3,0,2574,4408.5
28-01-2022 17.00,135.2,644.4,0,105.9,1032,19.9,0,2610.2,4541.4
28-01-2022 17.30,154.2,603.5,0,110.7,1111.2,34.5,0,2606.2,4745
28-01-2022 18.00,120.1,617,0,110.1,1028.7,21,0,2717.2,4797.3
28-01-2022 18.30,97.6,577.9,0,105,999.3,20,0,2641.1,4699.2
28-01-2022 19.00,87.3,531,0,110.2,900.2,34.7,0,2744,4612.9
28-01-2022 19.30,83.3,552.2,0,107.8,871.5,23.4,0,2827.7,4491.1
28-01-2022 20.00,64.1,539.9,0,103,683.9,19.8,0,2850.3,4353.4
28-01-2022 20.30,55.5,492.8,0,88.4,553.3,20.1,0,2886.3,4210.4
28-01-2022 21.00,47.9,341.2,0,83.6,560.7,26.7,0,2861.1,4066.5
28-01-2022 21.30,42.9,314.4,0,92.9,627.8,19.8,0,2723.8,3915
28-01-2022 22.00,34.7,304.1,0,101.8,544.7,20.3,0,2752.9,3758.3
28-01-2022 22.30,35.1,304.1,0,65.6,236.2,15.2,0,2857,3614.6
28-01-2022 23.00,34.9,254.9,0,46.4,212.6,0,0,2831.2,3531.9
28-01-2022 23.30,24.8,197.8,0,46,210.3,0,0,2824.9,3487.9
29-01-2022 0.00,13.1,198.7,0,46,213.9,0,0,2519.6,3347
29-01-2022 0.30,13.1,203.1,0,46.2,217.8,0,0,2642.8,3262.6
29-01-2022 1.00,13.1,208.1,0,46,223.4,0,0,2663.2,3167.5
29-01-2022 1.30,13,206.3,0,46.2,199.5,0,0,2440,3041.9
29-01-2022 2.00,13,202.4,0,46.2,196.5,0,0,2349,2959.1
29-01-2022 2.30,13,212.2,0,46.2,206.8,0,0,2316.8,2907.2
29-01-2022 3.00,13.1,198.9,0,46.2,211.3,0,0,2192.5,2837.8
29-01-2022 3.30,13,196.7,0,46.3,202,0,0,2193.1,2807.2
29-01-2022 4.00,13,198.2,0,46.3,203.7,0,0,2157.3,2769.9
29-01-2022 4.30,13.1,205.3,0,46.3,223.6,0,0,2227.3,2766.5
29-01-2022 5.00,13,206.7,0,46.3,217.4,0,0,2175.5,2753.3
29-01-2022 5.30,13,205.1,0,46.4,213.1,0,0,2191,2760.6
29-01-2022 6.00,23,208.3,0,46.3,221.6,0,0,2213.7,2830.9
29-01-2022 6.30,35.4,201.2,0,45.9,197,9.8,0,2214,2921.5
29-01-2022 7.00,46.9,202.6,0,46,199.5,9.9,0,2422.7,3026.5
29-01-2022 7.30,53.8,202.4,0,46.1,198.8,9.8,0,2607,3185.6
29-01-2022 8.00,53.9,204,19.1,46.2,201.2,9.9,0,2738.2,3321.9
29-01-2022 8.30,54.1,203.7,204.3,46.2,187.2,10.2,0,2685.6,3418.6
29-01-2022 9.00,54.6,204,176.1,46.4,202.8,13.6,0,2839.4,3584
29-01-2022 9.30,54.2,204.9,170.1,46.1,195.8,12.4,0,3029.9,3770.7
29-01-2022 10.00,54.3,277.6,172.4,87,275.4,51.6,0,2926.4,3924.8
29-01-2022 10.30,54.3,343.9,169.4,105.6,323.8,51.3,0,2830.1,3989.4
29-01-2022 11.00,54.2,393.6,165.4,103.9,317.6,9.8,0,2665.7,4013.4
29-01-2022 11.30,53.4,446.6,165.4,101.7,305.1,75.8,0,2657.6,4005.7
29-01-2022 12.00,54.2,343.9,168.1,105.6,298,51.6,0,2666.2,3997.7
29-01-2022 12.30,54.1,348.3,165.1,104.2,316.1,103.3,0,2504.7,3995.4
29-01-2022 13.00,52.3,280.1,165.1,100.2,350,45.2,0,2363.6,3915.2
29-01-2022 13.30,54.3,201.2,175.2,63.6,304.5,12.2,0,2500.6,3931.4
29-01-2022 14.00,54.8,201.2,180.5,46.2,405.4,13.5,0,2317.8,3860.5
29-01-2022 14.30,53.8,231.4,166.8,58.4,443.1,97.6,0,2090.4,3855
29-01-2022 15.00,54.4,320.1,172.8,96.2,512.1,104.7,0,1894.7,3832.8
29-01-2022 15.30,54,436.1,182.5,105.6,639,19.6,0,1672.9,3822.1
29-01-2022 16.00,54.7,477.9,198,106.2,669.3,28.9,0,1425.3,3828
29-01-2022 16.30,54.4,487.5,412,106.5,915.3,26.8,0,1194.6,3920.1
29-01-2022 17.00,53.5,485.9,451.2,103.4,912.8,20.1,0,1027.3,4024.5
29-01-2022 17.30,54.2,488,460,105.5,1027.6,211.3,0,835.9,4326.7
29-01-2022 18.00,53.5,488.7,451.6,102.2,1007.8,205.6,79.8,760.7,4437.9
29-01-2022 18.30,54.5,489.8,465.7,106.7,1001,214.3,65,683.2,4394.1
29-01-2022 19.00,54.1,486.6,417.3,103.7,974.7,202.6,68.6,622.4,4304.1
29-01-2022 19.30,47.5,487.8,432.8,106.3,980.4,170.7,25.5,604.8,4182.4
29-01-2022 20.00,35.2,489.8,473.7,106.5,1031.6,70.5,13.3,465.4,4032.2
29-01-2022 20.30,35.2,490.1,466,105.6,975.9,25,48,390,3959.3
29-01-2022 21.00,34.9,488.9,450.9,102.2,951,16.3,45.7,314.2,3831.3
29-01-2022 21.30,25,486.4,463.6,106.4,975,17.8,12.3,254.8,3725.8
29-01-2022 22.00,13.1,487.1,464,106.5,974.3,11.9,12.5,210.7,3629
29-01-2022 22.30,13.1,488,462.6,105.7,973.5,12.7,0,151.2,3540.9
29-01-2022 23.00,13,487.1,459.6,105.3,964.5,11.2,0,93.6,3500.6
29-01-2022 23.30,13.1,488.9,455.2,105.1,972,0,0,73.8,3484.1
30-01-2022 0.00,13.1,488,464,105.5,974.8,0,0,35,3381.9
30-01-2022 0.30,13.1,486.6,473.7,106.7,1000.6,0,0,16.9,3299.8
30-01-2022 1.00,13.1,488.5,477.7,106.5,1017.5,0,0,27.4,3204.4
30-01-2022 1.30,13.1,488,461.3,105.4,974.1,0,51.9,28,3124.4
30-01-2022 2.00,13,487.1,466.7,106.5,982.4,0,12.6,35.8,3044.6
30-01-2022 2.30,13,489.2,463.6,105.5,972,0,0,57.6,2999.9
30-01-2022 3.00,13,485.7,467,106,977.3,0,0,71.9,2945.3
30-01-2022 3.30,13,488,457.6,104.3,965.3,0,0,114.3,2925.6
30-01-2022 4.00,13,487.3,468,106.7,984.5,0,0,164.5,2901.4
30-01-2022 4.30,13.1,488.7,477.4,106.7,1002.4,0,0,215.4,2872.2
30-01-2022 5.00,13.1,489.6,477.4,106.5,1004.9,0,0,307.1,2873.2
30-01-2022 5.30,13,486.9,447.5,101.2,941.9,0,0,414.3,2874.9
30-01-2022 6.00,13,488.2,452.2,103.3,954.9,0,0,499.4,2894.2
30-01-2022 6.30,13.1,486.4,473,106.7,1002.1,0,0,612.7,2956.1
30-01-2022 7.00,13,490.3,453.6,102.8,952.6,0,0,713.3,2997.2
30-01-2022 7.30,25.3,489.2,469,106.7,901.4,0,0,920.9,3081.5
30-01-2022 8.00,35.2,488.9,454.6,103.7,949.2,0,0,988.4,3144.5
30-01-2022 8.30,34.9,487.1,437.1,103.6,931.5,0,0,1148.2,3200.3
