Date (GMT+1),Hydro Run-of-River,Fossil hard coal,Fossil oil,Fossil peat,Fossil gas,Hydro pumped storage,Others,Wind onshore,Load
03-01-2020 12.30,168.8,0,430.8,274.6,966.6,9.8,0,854.8,3965.8
03-01-2020 13.00,163.4,0,422.1,271.2,944,9.8,0,1002.9,3935.8
03-01-2020 13.30,152.8,0,398.6,275,967.9,9.7,0,1038.7,3862.9
03-01-2020 14.00,158.3,0,344.6,275.1,973.6,9.9,0,1110.8,3864.5
03-01-2020 14.30,160.8,0,347.9,272.4,953.6,9.7,0,1194,3852.9
03-01-2020 15.00,166.2,0,342.5,281.4,996.1,12.8,0,1116.6,3823
03-01-2020 15.30,169.5,0,427.4,279.4,1030.6,13.8,0,1117.2,3848.3
03-01-2020 16.00,159.3,0,439.8,276.8,1025.9,14.9,0,1054.7,3910.8
03-01-2020 16.30,161.3,0,451.2,279.9,1041.7,63.3,0,1166.4,4071.3
03-01-2020 17.00,162.2,0,441.8,291.3,1033.6,156.9,0,1140.4,4341.4
03-01-2020 17.30,173.6,0,412,297.3,1016,150.5,0,1121.2,4449.6
03-01-2020 18.00,178.9,0,416.7,297.8,1020.7,152,0,1118,4424.2
03-01-2020 18.30,177.1,0,428.1,295.2,1006.5,123,0,1169.9,4355.6
03-01-2020 19.00,181,0,427.4,278.8,984,89,0,1236.1,4275.1
03-01-2020 19.30,176.4,0,422.4,270.3,999,57,0,1218.5,4138.5
03-01-2020 20.00,179.2,0,439.8,277.7,1037.9,20,0,1217.2,4023.8
03-01-2020 20.30,176.2,0,428.4,272.7,996.9,19.8,0,1275,3916.4
03-01-2020 21.00,175.4,0,425.4,271.5,771.8,20.3,0,1228.7,3767.7
03-01-2020 21.30,178.4,0,363.1,272.5,520.8,19.7,0,1353,3619.6
03-01-2020 22.00,172.2,0,268.8,280.4,542.1,23.4,0,1387.8,3469.9
03-01-2020 22.30,137.9,0,260.1,276.9,530,60,0,1442.7,3383.7
03-01-2020 23.00,136.1,0,246,272.1,469.1,57.9,0,1517.9,3320.9
03-01-2020 23.30,137.8,0,194.3,275.8,362.4,18.7,0,1544.4,3324.2
04-01-2020 0.00,128.5,0,172.2,268.4,332.5,15.1,0,1431.2,3182.6
04-01-2020 0.30,135.5,0,208.7,262.6,340,0,0,1358.2,3028
04-01-2020 1.00,139.2,0,219.8,174.7,303,0,0,1460.7,2907
04-01-2020 1.30,133.7,0,195.3,174.9,272.4,0,0,1475.1,2801.7
04-01-2020 2.00,135.3,0,209.4,132.3,324.7,0,0,1399.6,2718.7
04-01-2020 2.30,132.6,0,188.9,132.5,267.7,0,0,1443.9,2635.6
04-01-2020 3.00,135.4,0,207.3,132.6,285.2,0,0,1318.9,2570.3
04-01-2020 3.30,134.4,0,197.6,132.8,277.1,0,0,1345.4,2541.3
04-01-2020 4.00,131.4,0,185.9,132.5,260.8,0,0,1405.4,2531.6
04-01-2020 4.30,136.1,0,212.1,131.4,290,0,0,1305.5,2538
04-01-2020 5.00,137.2,0,214.8,131.8,296.2,0,0,1259.4,2483.5
04-01-2020 5.30,136.8,0,217.4,135.2,296.1,0,0,1426.8,2540.8
04-01-2020 6.00,139.2,0,274.1,197.5,304.2,0,0,1383.7,2600.1
04-01-2020 6.30,139.7,0,305.7,206.2,305.5,0,0,1281.6,2646.9
04-01-2020 7.00,123.3,0,236.2,206,260,14.5,0,1353.3,2728.6
04-01-2020 7.30,127.1,0,193.3,222.4,364.5,13.8,0,1261.3,2830.9
04-01-2020 8.00,128.1,0,254,277.6,426.1,14.9,0,1147.5,2888.9
04-01-2020 8.30,147.2,0,362.4,280,571.2,19.8,0,1096.4,2999.2
04-01-2020 9.00,149.1,0,392.2,279.2,611.8,20.7,0,1040.2,3093.3
04-01-2020 9.30,148.1,0,445.5,278.3,610.7,17.2,0,1055.5,3279.1
04-01-2020 10.00,149.9,0,454.2,278.8,614.5,18.9,0,950,3379.8
04-01-2020 10.30,141,0,446.9,277.9,609.3,15.9,0,890.2,3460.1
04-01-2020 11.00,141.5,0,438.2,278.8,610.7,18.3,0,886.1,3521.8
04-01-2020 11.30,140.7,0,425.5,295.8,606.7,15.5,0,963.3,3563.1
04-01-2020 12.00,138.9,0,413.4,294.6,595.4,15,0,1013.2,3567
04-01-2020 12.30,162.4,0,423.1,276.4,602.2,15.1,0,1066.2,3615.3
04-01-2020 13.00,167.3,0,418.7,276.7,601.7,15.5,0,1088.2,3606.3
04-01-2020 13.30,159.9,0,435.5,272.9,594.9,14.8,0,1089.5,3582.8
04-01-2020 14.00,170.8,0,440.5,277.2,601.2,15.2,0,1147.7,3551.9
04-01-2020 14.30,167.6,0,447.5,277.8,602.9,17.4,0,1169.6,3544.2
04-01-2020 15.00,160.2,0,423.1,268.4,581.6,20,0,1209.6,3530.3
04-01-2020 15.30,161.9,0,369,268.6,635.3,19.9,0,1294.5,3561.4
04-01-2020 16.00,164.6,0,321.4,271.6,685.7,59.1,0,1321.9,3612.4
04-01-2020 16.30,167.4,0,332.4,276.2,730.7,139.4,0,1348.6,3781.6
04-01-2020 17.00,181.6,0,335.8,301.1,899.7,206.1,0,1439,4054.1
04-01-2020 17.30,180.6,0,387.1,299.5,1017.3,202.4,0,1443.4,4200.7
04-01-2020 18.00,171.9,0,299.6,295.4,1000.6,196.8,0,1465.7,4142.6
04-01-2020 18.30,164.5,0,215.4,293.9,995.3,150.4,0,1508.3,4088.9
04-01-2020 19.00,165.8,0,164.7,289.5,908.6,149.7,0,1558.2,3964.7
04-01-2020 19.30,164.9,0,165,269.7,895.6,58,0,1617.6,3889.7
04-01-2020 20.00,163.8,0,163.7,270.4,836,59,0,1668.2,3778.4
04-01-2020 20.30,169.4,0,178.1,278.9,876.2,29.4,0,1688.4,3688.9
04-01-2020 21.00,169.7,0,183.8,281,1004.1,30.2,0,1690.8,3612.3
04-01-2020 21.30,167.3,0,170.7,277.8,1005,27.3,0,1785.2,3518.4
04-01-2020 22.00,140.3,0,231.1,280.3,764.3,23.7,0,1794.6,3390.6
04-01-2020 22.30,124.2,0,276.8,275.3,588.8,19.3,0,1869.5,3286.8
04-01-2020 23.00,127.9,0,182.1,246.8,499.9,30.7,0,1878.4,3210.3
04-01-2020 23.30,122.5,0,165,231.3,370.9,17.9,0,1876.4,3170.4
05-01-2020 0.00,101,0,174.4,179.6,279.3,0,0,1908.9,3043
05-01-2020 0.30,94.2,0,165,159.3,427.6,0,0,1916.3,2944.6
05-01-2020 1.00,97.5,0,174.4,137.8,408.3,0,0,1870.4,2787.2
05-01-2020 1.30,100.8,0,181.5,135.2,347.9,0,0,1968.7,2743.9
05-01-2020 2.00,99.4,0,181.5,134.5,367.9,0,0,1882.5,2671
05-01-2020 2.30,97.9,0,175.8,135.4,320.8,0,0,1933.6,2643.4
05-01-2020 3.00,97.2,0,169.1,135.7,285.3,0,0,1960.9,2577.6
05-01-2020 3.30,99,0,179.1,135.5,294.3,0,0,1858.6,2500.2
05-01-2020 4.00,97.7,0,177.4,135.7,291,0,0,1781.5,2443.4
05-01-2020 4.30,98.4,0,174.4,135.4,293.9,0,0,1742.9,2416.3
05-01-2020 5.00,97.4,0,169.7,135.7,285.4,0,0,1799.5,2392.5
05-01-2020 5.30,97,0,167.7,135.5,283.6,0,0,1839.2,2408.3
05-01-2020 6.00,96.9,0,167,135.4,282.4,0,0,1850.3,2444.4
05-01-2020 6.30,97.2,0,165,135.3,287.3,0,0,1837,2477.8
05-01-2020 7.00,96.7,0,164,135.3,279.2,0,0,1843.6,2524.6
05-01-2020 7.30,96.5,0,165.4,135.2,277.6,0,0,1790.1,2567.6
05-01-2020 8.00,95.7,0,165,135,271.9,15.6,0,1815,2613.8
05-01-2020 8.30,97.3,0,171.1,135.2,288.2,18.3,0,1826.3,2649.7
05-01-2020 9.00,96.5,0,165.7,135.8,279.8,15.4,0,1960.7,2750.7
05-01-2020 9.30,97.6,0,173.4,135.9,290.5,19.4,0,2102.4,2932
05-01-2020 10.00,95.6,0,164,136.1,274.1,15.5,0,2168.5,3019.1
05-01-2020 10.30,143.2,0,179.8,135.8,299.1,22.2,0,2174,3177.2
05-01-2020 11.00,141.9,0,176.8,135.8,293.9,20.9,0,2234.6,3255.6
05-01-2020 11.30,131,0,170.7,136,285.4,18.7,0,2253.9,3325.3
05-01-2020 12.00,133,0,172.4,193.8,333.3,19.3,0,2207.6,3401.6
05-01-2020 12.30,133.7,0,178.1,194.9,338.6,22.2,0,2292,3498.5
05-01-2020 13.00,141.4,0,180.1,236.2,415.2,29.4,0,2230.8,3535.4
05-01-2020 13.30,143.4,0,170.1,234.3,511.2,24.2,0,2189.4,3547.8
05-01-2020 14.00,156.4,0,175.8,265.9,512,27.2,0,2224,3542.1
05-01-2020 14.30,143.2,0,165.4,269.6,523,20.4,0,2247,3515.2
05-01-2020 15.00,146.1,0,164.4,270.9,442.6,20.3,0,2238.3,3521.1
05-01-2020 15.30,146.2,0,178.1,277.6,493.6,23.3,0,2218,3517
05-01-2020 16.00,143.1,0,165.4,272.1,452.1,20.8,0,2379.8,3560.3
05-01-2020 16.30,142.8,0,168.7,272.8,556.3,150.7,0,2312.6,3706.3
05-01-2020 17.00,145.7,0,180.1,301.7,566.2,197.7,0,2435.7,4010.6
05-01-2020 17.30,145.2,0,173.8,298.7,558.2,154.5,0,2479.9,4093.8
05-01-2020 18.00,154.1,0,182.8,292.2,526,160.3,0,2589.6,4130.3
05-01-2020 18.30,138.6,0,171.8,268.6,469.7,86.6,0,2651.3,4067.5
05-01-2020 19.00,140.2,0,188.2,245.5,452.6,76.5,0,2596.5,3944.1
05-01-2020 19.30,139.4,0,175.8,251.2,466.1,20.3,0,2679.5,3872.4
05-01-2020 20.00,136.3,0,164,246.9,354.4,58.1,0,2725.1,3792.8
05-01-2020 20.30,140.8,0,187.8,209.1,305.6,69,0,2731.7,3713
05-01-2020 21.00,139.2,0,181.1,205.1,275.8,67.2,0,2651.2,3600.8
05-01-2020 21.30,140.7,0,183.8,163.6,283.9,64.2,0,2538.5,3486.3
05-01-2020 22.00,110.6,0,165.4,158.4,261,61,0,2431.5,3308.1
05-01-2020 22.30,113.4,0,172.1,138.5,292.1,27.2,0,2214.8,3093.2
05-01-2020 23.00,99,0,173.8,138.6,292.6,27.7,0,2094,3012.9
05-01-2020 23.30,98.6,0,171.8,138.4,291.9,22.8,0,2107.6,3023.1
06-01-2020 0.00,91.8,0,164.7,138.3,270.2,13.7,0,2062.2,2909.9
06-01-2020 0.30,91.8,0,165.4,138.4,269.1,0,0,2046.2,2754.8
06-01-2020 1.00,92.4,0,165,138.5,270.1,0,0,2063.4,2676.3
06-01-2020 1.30,90.7,0,164,138.6,264.5,0,0,2037.7,2630.4
06-01-2020 2.00,89.8,0,165,138.3,259.7,0,0,2011.4,2559.6
06-01-2020 2.30,94,0,168.1,138.5,281.4,0,0,2034.6,2504.4
06-01-2020 3.00,91.6,0,165,138.6,269.2,0,0,2001.8,2452.3
06-01-2020 3.30,90,0,165,139,262.6,0,0,2009.4,2435.8
06-01-2020 4.00,89.8,0,165,139,259.1,0,0,2040,2456.6
06-01-2020 4.30,92.9,0,165,138.8,275.5,0,0,1971.7,2451.8
06-01-2020 5.00,93.4,0,165,138.8,276.5,0,0,1993.8,2478.8
06-01-2020 5.30,94.8,0,172.1,139.1,289.5,0,0,2028.4,2537.6
06-01-2020 6.00,94.9,0,173.8,138.9,308.6,0,0,2050.2,2691.2
06-01-2020 6.30,93.6,0,166.7,139.2,237.2,0,0,2187.2,2926.9
06-01-2020 7.00,111.3,0,165.4,149.5,331.2,14.5,0,2278,3238
06-01-2020 7.30,122,0,179.1,206.6,392.8,21.2,0,2557.5,3608.4
06-01-2020 8.00,119.9,0,167.4,234.6,460.3,14.6,0,2784.5,3880.4
06-01-2020 8.30,133.5,0,171.4,236,462.8,16.7,0,2793.4,3959
06-01-2020 9.00,140.8,0,174.1,239.6,493.2,19.3,0,2777.2,3954.4
06-01-2020 9.30,138.3,0,338.5,250.8,531,14.7,0,2665.1,4003.4
06-01-2020 10.00,133.6,0,383.1,246.3,513.7,14.8,0,2371.9,3942.7
06-01-2020 10.30,136.9,0,395.5,285.6,460.5,15.1,0,2460.7,3969.5
06-01-2020 11.00,138.1,0,360.9,285.1,495.2,14.7,0,2486.6,3994.1
06-01-2020 11.30,149.7,0,324.4,279.1,409,14.6,0,2457.5,3963.2
06-01-2020 12.00,163.3,0,198.9,287.3,429.3,14.6,0,2541.3,3948.8
06-01-2020 12.30,166.2,0,166,295.5,409.1,14.3,0,2491.4,3930.1
06-01-2020 13.00,168.7,0,176.1,274.5,385.2,20.6,0,2485.6,3935.5
06-01-2020 13.30,162.6,0,164.4,272,350.5,13.9,0,2315.5,3818.6
06-01-2020 14.00,166.4,0,170.4,203.8,372,17.6,0,2425.5,3842.6
06-01-2020 14.30,166.2,0,166,219.3,410.8,14.8,0,2373.2,3880
06-01-2020 15.00,155.5,0,185.8,280,459.2,21.8,0,2175.1,3874.7
06-01-2020 15.30,147.2,0,296.2,282.6,550.5,14.8,0,1992.7,3958
06-01-2020 16.00,148.7,0,306.7,308.3,560.3,59.5,0,1809.9,3981.9
06-01-2020 16.30,150,0,274.1,311.1,590.8,186.2,0,1704.2,4157
06-01-2020 17.00,146.7,0,412,314.2,623.3,236.3,0,1510.3,4444.6
06-01-2020 17.30,148.2,0,422.1,343.5,634.1,239.5,0,1447.9,4576.2
06-01-2020 18.00,151.7,0,416.4,338.5,604,238,0,1383.9,4553.2
06-01-2020 18.30,167,0,302.7,341,608.7,209.6,0,1413.6,4468.2
06-01-2020 19.00,168.5,0,324.1,329.4,612.6,215.3,0,1312.5,4354.1
06-01-2020 19.30,167.3,0,430.1,317.1,637.5,19.9,0,1249.2,4219
06-01-2020 20.00,166.6,0,430.8,315.5,588.9,19.2,0,1410.8,4108.3
06-01-2020 20.30,166.2,0,331.2,317.4,574.9,20,0,1507.8,4001.1
06-01-2020 21.00,167.9,0,209.7,318.9,550.4,28,0,1854.3,3882.4
06-01-2020 21.30,165.6,0,169.4,311.8,492.1,20,0,1951.1,3731.9
06-01-2020 22.00,168.4,0,115.4,317.1,413.6,27.4,0,1923.9,3506.5
06-01-2020 22.30,166.5,0,0,300.6,373.5,18.3,0,2082.6,3343.3
06-01-2020 23.00,154.4,0,0,201.8,424.8,21.4,0,1952.3,3194.7
06-01-2020 23.30,148.8,0,0,201.5,374.6,8.6,0,1819.9,3117.4
07-01-2020 0.00,146.4,0,0,157.2,389.1,0,0,1909.9,2985.8
07-01-2020 0.30,145.6,0,0,149.5,386.1,0,0,1995,2906.7
07-01-2020 1.00,145.9,0,0,138,389.4,0,0,2022.9,2798.1
07-01-2020 1.30,138.6,0,0,138.6,419.2,0,0,2116.5,2728.4
07-01-2020 2.00,121.4,0,0,138.2,399.3,0,0,2090.4,2672.2
07-01-2020 2.30,121.4,0,0,137.7,394.8,0,0,2111.2,2643.5
07-01-2020 3.00,118.4,0,0,138.2,374.9,0,0,2091.8,2609.7
07-01-2020 3.30,120.2,0,0,138,387.8,0,0,2080.7,2585.3
07-01-2020 4.00,119.7,0,0,137.8,385.2,0,0,2079.6,2586.1
07-01-2020 4.30,117.5,0,0,138.4,369.6,0,0,2063.9,2559.5
07-01-2020 5.00,121.8,0,0,138.2,401.4,0,0,2109,2602.9
07-01-2020 5.30,121.1,0,20.1,138.3,395.5,0,0,2079,2643.1
07-01-2020 6.00,124.9,0,205.3,138,399.4,0,0,1958,2746.1
07-01-2020 6.30,132.8,0,177.4,138,429.3,0,0,2032.1,2952.7
07-01-2020 7.00,141.8,0,179.5,138.4,432.5,22.6,0,2140.1,3237.9
07-01-2020 7.30,147.1,0,177.8,138.5,429.7,22.3,0,2655.6,3612.7
07-01-2020 8.00,149.2,0,170.7,167.1,518.8,19.3,0,2747.5,3802
07-01-2020 8.30,165.1,0,240.8,200.3,502.7,136.6,0,2813.9,3932.1
07-01-2020 9.00,167.3,0,165,203.3,457.1,101.3,0,2732.9,3909.8
07-01-2020 9.30,168.5,0,175.4,251.1,432.1,25.7,0,2740.5,3961.6
07-01-2020 10.00,166.8,0,166.4,249.9,455.5,21.5,0,2825,4045.1
07-01-2020 10.30,167.5,0,165.7,258.8,417.3,19.8,0,2878.8,4050.9
07-01-2020 11.00,168.1,0,172.4,259.7,423.8,23.5,0,2849.8,4028.2
07-01-2020 11.30,166,0,164.7,256.6,464.3,20.2,0,2857.3,4035.2
07-01-2020 12.00,168.2,0,174.4,261.6,477.7,26,0,2872.5,4070.6
07-01-2020 12.30,168.8,0,174.1,261.4,477,25.2,0,2952.4,4076.4
07-01-2020 13.00,165.2,0,166.7,244.1,501.8,20.1,0,2929.6,4089.6
07-01-2020 13.30,152,0,165.4,248.7,509.3,20.6,0,2932.3,4063.8
07-01-2020 14.00,146.5,0,164,244,500.3,20.1,0,2946,4048.9
07-01-2020 14.30,149.3,0,173.1,251.6,518.6,25.9,0,2905.8,4073.7
07-01-2020 15.00,148.4,0,166,250.2,510.7,20.1,0,2788.3,4037
