Date (GMT+1),Hydro Run-of-River,Fossil hard coal,Fossil oil,Fossil peat,Fossil gas,Hydro pumped storage,Others,Wind onshore,Load
08-03-2020 0.00,143.2,0,5.6,136.5,415.1,18.3,0,2061.5,3127.1
08-03-2020 0.30,143,0,35.5,137.3,438.9,14.6,0,2069.1,3044.8
08-03-2020 1.00,146.1,0,37.3,137.2,473.8,0,0,2239.1,2964.7
08-03-2020 1.30,142.8,0,36.4,137,432.7,0,0,2061.7,2849.2
08-03-2020 2.00,144.3,0,35.8,136.6,452.2,0,0,1993.8,2789.4
08-03-2020 2.30,144.2,0,36.2,137.1,453.7,0,0,1957.5,2721.8
08-03-2020 3.00,144.8,0,36.5,137.2,457.4,0,0,1864.5,2668.4
08-03-2020 3.30,146.3,0,36.3,137.2,470.5,0,0,1924.3,2656.2
08-03-2020 4.00,147.4,0,36,137.1,480.8,0,0,1851.2,2631.7
08-03-2020 4.30,144.7,0,36,137.2,468.3,0,0,1887.5,2618.1
08-03-2020 5.00,144,0,35.9,137.2,465.9,0,0,1880,2618.6
08-03-2020 5.30,144.1,0,35.2,136.7,470.5,0,0,1791.4,2579.2
08-03-2020 6.00,144,0,35.8,137.2,469.8,0,0,1806.2,2630.7
08-03-2020 6.30,143.1,0,35.5,136.8,468.1,0,0,1932.5,2712.2
08-03-2020 7.00,145.3,0,35.7,137.2,448.4,18.9,0,1731.8,2708.5
08-03-2020 7.30,152.6,0,35.6,136.4,457.2,23.6,0,1763.7,2780.5
08-03-2020 8.00,165.6,0,36,136.8,468.3,25.9,0,1859.6,2884.7
08-03-2020 8.30,185.3,0,67.8,136.7,491.1,34,0,1908.7,3024.3
08-03-2020 9.00,183.1,0,209.7,199.8,450.6,19.6,0,1876.7,3163.4
08-03-2020 9.30,181.2,0,201,189.3,258,58.4,0,2116.7,3337
08-03-2020 10.00,179.3,0,201.1,205.6,271.3,19.2,0,2201.4,3427.1
08-03-2020 10.30,182.4,0,201.3,212.8,277.1,19.6,0,2290.3,3481.6
08-03-2020 11.00,178.8,0,201.2,190.1,289.6,19.8,0,2363.1,3572.9
08-03-2020 11.30,166,0,200.6,165.7,269.9,19.7,0,2347.6,3615.3
08-03-2020 12.00,171.2,0,212.7,163.1,301.1,28.6,0,2466.8,3653.1
08-03-2020 12.30,169.9,0,171.8,214.1,363.5,23.7,0,2542.7,3730.8
08-03-2020 13.00,167.8,0,165,207.5,307,19.7,0,2728.2,3763.3
08-03-2020 13.30,168.6,0,164.7,205.6,299.9,20.1,0,2778.2,3762.9
08-03-2020 14.00,168.6,0,166,209.5,309.6,19.8,0,2621.3,3698.5
08-03-2020 14.30,166.9,0,163.7,203.2,295.3,19.9,0,2691.3,3629.7
08-03-2020 15.00,173.4,0,168.1,156.4,299.5,20.6,0,2694,3591.2
08-03-2020 15.30,174.2,0,172.4,136.7,310,25.4,0,2578.5,3553.2
08-03-2020 16.00,175.8,0,180.1,136.9,320,29.9,0,2580.5,3566.1
08-03-2020 16.30,174.7,0,174.1,136.9,312.8,25.9,0,2745.6,3640.5
08-03-2020 17.00,173.6,0,181.1,137.2,319.8,33,0,2796.6,3716.4
08-03-2020 17.30,171.6,0,172.8,204.1,371.1,145.1,0,2789.4,3832
08-03-2020 18.00,187.5,0,172.1,205.7,375,184.2,0,2797.6,3913.6
08-03-2020 18.30,187.4,0,177.8,207.4,414.6,187.5,0,2843.2,4003.1
08-03-2020 19.00,187.3,0,175.4,206.6,492.9,185.5,0,2795.8,4103.7
08-03-2020 19.30,186.9,0,171.1,204.8,490.3,182.8,0,2815.2,4066.1
08-03-2020 20.00,186.1,0,164.7,198.4,476.7,19.6,0,2839.2,3986
08-03-2020 20.30,184.5,0,166,197.3,327.3,20.1,0,2855.9,3902.9
08-03-2020 21.00,187.3,0,165,201,307.9,17.9,0,2784.4,3782.4
08-03-2020 21.30,186.5,0,164.7,198.4,301.6,16.1,0,2724.7,3644
08-03-2020 22.00,185.8,0,171.8,135.9,271.2,18,0,2677.5,3457.5
08-03-2020 22.30,173.8,0,169.4,136.5,269.2,18,0,2478.9,3295.3
08-03-2020 23.00,145.8,0,165,136.3,257.3,0,0,2416.1,3188.5
08-03-2020 23.30,147.8,0,171.1,136.5,270.9,0,0,2544.1,3167
09-03-2020 0.00,145.8,0,164.4,136.3,257.8,0,0,2496.7,3029.3
09-03-2020 0.30,146.6,0,164.4,136.2,263.9,0,0,2389.5,2963.9
09-03-2020 1.00,147.2,0,169.7,136.6,268.9,0,0,2325.5,2881.9
09-03-2020 1.30,147,0,165,136.6,263.9,0,0,2269.8,2804.2
09-03-2020 2.00,147.3,0,170.4,136,270,0,0,2153.4,2716.7
09-03-2020 2.30,147.8,0,171.4,136.4,271.3,0,0,2095.3,2670.4
09-03-2020 3.00,149.7,0,181.5,136.3,285.1,0,0,2029.6,2666.2
09-03-2020 3.30,149.6,0,181.1,136.6,284.8,0,0,2006.6,2675.1
09-03-2020 4.00,148.8,0,183.2,136,282.6,0,0,1924.2,2689.9
09-03-2020 4.30,146.6,0,175.5,136.2,276.3,0,0,1873.7,2686.9
09-03-2020 5.00,147.2,0,173.1,140.9,337.5,0,0,1782.2,2691.4
09-03-2020 5.30,144.5,0,165.4,201.6,364.2,0,0,1757.3,2789.4
09-03-2020 6.00,147.8,0,234.8,229.8,437.4,0,0,1669,2922
09-03-2020 6.30,145.6,0,368,239.9,491.3,0,0,1661,3179.8
09-03-2020 7.00,149.2,0,437.8,248.6,542.5,95.5,0,1593.9,3424.1
09-03-2020 7.30,155.8,0,442.2,249.2,549.5,199.1,0,1520.5,3731.6
09-03-2020 8.00,165,0,428.4,244,548.4,175.3,0,1470.8,3906.4
09-03-2020 8.30,182.3,0,413.6,220.2,530.5,55.5,0,1675.5,3998
09-03-2020 9.00,185.4,0,369.7,218.5,545.4,14.4,0,1815,4052.4
09-03-2020 9.30,187.2,0,184.5,223.6,455.5,9.9,0,2112.3,4171
09-03-2020 10.00,189.6,0,189.2,226.1,415.6,12.4,0,2374.3,4174
09-03-2020 10.30,187.5,0,187.2,225.2,412.1,11.9,0,2625.8,4198.1
09-03-2020 11.00,186.3,0,176.8,223.8,402.2,10,0,2875,4293
09-03-2020 11.30,189.4,0,189.8,227.8,418.2,12.2,0,2922.9,4308.6
09-03-2020 12.00,178.6,0,221.4,205.6,421.9,9.7,0,3013.9,4342.4
09-03-2020 12.30,174.1,0,273.7,187.2,427.2,9.9,0,2996.4,4378.1
09-03-2020 13.00,174.7,0,421.7,173,362,10.5,0,3071.8,4400.5
09-03-2020 13.30,174.3,0,425.7,165.3,314.9,9.7,0,3099.2,4376.2
09-03-2020 14.00,174.2,0,430.1,161.5,321.1,9.5,0,3107.2,4347.4
09-03-2020 14.30,174.7,0,435.8,157.3,323.7,11,0,3083.7,4336.6
09-03-2020 15.00,175.5,0,442.5,157.1,332.8,14.1,0,3077.4,4310.9
09-03-2020 15.30,175.6,0,439.1,156.9,388.8,11.3,0,3070,4342.1
09-03-2020 16.00,174.3,0,419.3,180.8,485.4,19,0,3121.9,4372.6
09-03-2020 16.30,176.7,0,422.7,165.8,512.7,106.8,0,3127.4,4467.7
09-03-2020 17.00,174.4,0,408.3,165.9,497.6,138.9,0,3067.5,4519.3
09-03-2020 17.30,170.6,0,424.7,163.4,480.5,131.9,0,3060.5,4588.7
09-03-2020 18.00,172,0,431.4,162.9,488.4,162.3,0,3142.7,4664.5
09-03-2020 18.30,189.2,0,422.7,164.8,495.7,165.4,0,3186.4,4733.2
09-03-2020 19.00,185.8,0,423,165.1,497.3,99.3,0,3156.6,4695.1
09-03-2020 19.30,184.3,0,429.1,165.1,443,13.8,0,3112.2,4589.9
09-03-2020 20.00,186.9,0,432.1,165.3,444.9,17.6,0,3039.1,4442.6
09-03-2020 20.30,185.4,0,418.3,181.9,433.3,15.7,0,2955.7,4306.2
09-03-2020 21.00,187.3,0,173.8,183.2,508.6,16.8,0,2880.2,4163.5
09-03-2020 21.30,170.8,0,164.7,180.6,419.6,13.1,0,2737.2,3949.9
09-03-2020 22.00,173.1,0,170.1,156.4,319.9,16.4,0,2641.2,3735.8
09-03-2020 22.30,173,0,166,155.9,306.1,12.1,0,2559,3555.7
09-03-2020 23.00,173,0,169.1,143.4,265.3,19.1,0,2458.1,3446.3
09-03-2020 23.30,174,0,173.1,137.9,273.9,0,0,2482.3,3409.2
10-03-2020 0.00,172.3,0,165.7,137.8,265.2,0,0,2553.6,3278.4
10-03-2020 0.30,172.2,0,165.4,138,262.8,0,0,2444.1,3148.4
10-03-2020 1.00,173,0,165.4,137.7,261.7,0,0,2392.3,3038.3
10-03-2020 1.30,173.3,0,167.4,137.9,269.1,0,0,2263.3,2934.5
10-03-2020 2.00,173.8,0,171.1,137.9,273.2,0,0,2215.2,2869.7
10-03-2020 2.30,172.3,0,167,137.8,264.8,0,0,2206.2,2845
10-03-2020 3.00,173.2,0,166.4,138,267.5,0,0,2137.4,2788.8
10-03-2020 3.30,172.2,0,165,137.5,263.3,0,0,2106.9,2758.7
10-03-2020 4.00,172.8,0,165,137.7,261.5,0,0,2084.7,2746.2
10-03-2020 4.30,172.4,0,165,137.4,262.1,0,0,2088.3,2749.9
10-03-2020 5.00,172.4,0,168.4,137.7,268.1,0,0,2132.4,2796.9
10-03-2020 5.30,173.2,0,170.1,137.5,270.9,0,0,2192.1,2847.7
10-03-2020 6.00,173.7,0,170.7,137.7,269.9,0,0,2242.6,2984.6
10-03-2020 6.30,172.3,0,170.4,137.4,269.6,17.9,0,2462.4,3247.4
10-03-2020 7.00,173.6,0,176.8,137.6,278.5,20.3,0,2649.4,3513.2
10-03-2020 7.30,170.7,0,168.7,214.5,256.9,15.7,0,2765.8,3828.8
10-03-2020 8.00,171.3,0,169.4,192.3,257.5,15.1,0,2884.1,4013.4
10-03-2020 8.30,185.6,0,171.1,192.1,246.4,17.5,0,2929,4056.3
10-03-2020 9.00,187.2,0,176.1,191,257.6,20.6,0,2897.4,4097.4
10-03-2020 9.30,185.5,0,165,185.3,295.9,94.2,0,2894.9,4174.5
10-03-2020 10.00,183.4,0,164.7,183.1,263.4,14.3,0,2963.5,4176.1
10-03-2020 10.30,184.7,0,164.7,182.1,247.8,14.9,0,2987.7,4158.6
10-03-2020 11.00,187,0,165.7,182.3,254.1,14.5,0,2990.7,4165.3
10-03-2020 11.30,172.9,0,171.1,181.8,257.9,17.5,0,2966,4153.6
10-03-2020 12.00,172.4,0,165,181.7,269.2,14.6,0,2943.7,4145.5
10-03-2020 12.30,173.4,0,171.4,182.5,278.6,17.4,0,2939.5,4164.3
10-03-2020 13.00,174.3,0,176.8,193.9,320.2,20,0,2837.9,4161.6
10-03-2020 13.30,172.2,0,168.4,196,372.1,15.7,0,2763.5,4085
10-03-2020 14.00,172.7,0,164.4,194.3,431.6,14.6,0,2693.7,4095.2
10-03-2020 14.30,175.1,0,170.4,183.8,527,11.7,0,2626.6,4069.3
10-03-2020 15.00,175.6,0,171.8,183.5,599.5,12.1,0,2533.2,4102.5
10-03-2020 15.30,176.5,0,177.5,185.2,737.8,13.9,0,2382.6,4114
10-03-2020 16.00,176.6,0,164.4,194.2,885.9,10.2,0,2042.8,4087.6
10-03-2020 16.30,177.3,0,175.8,200.8,966.5,13.6,0,2055.8,4206.5
10-03-2020 17.00,176.1,0,167.4,205.4,1154.6,10.1,0,1833.5,4262.8
10-03-2020 17.30,174.8,0,165.1,221.5,1261.1,53.6,0,1637.7,4342.5
10-03-2020 18.00,174.5,0,168.1,232.8,1318,67.2,0,1596.9,4370
10-03-2020 18.30,190.2,0,169.1,232.5,1325.4,265,0,1348.4,4390.5
10-03-2020 19.00,188.3,0,165.1,217.9,1300.4,201.3,0,1374.7,4566.9
10-03-2020 19.30,188.9,0,165.1,227.2,1249.5,174.2,0,1436.4,4542.9
10-03-2020 20.00,190,0,165.1,229.7,1253.2,174.8,0,1363.7,4440.5
10-03-2020 20.30,189.5,0,165,212.9,1229.8,60.8,0,1311.2,4349.5
10-03-2020 21.00,190.1,0,169.4,215.7,1189.8,59.2,0,1269.7,4172.6
10-03-2020 21.30,187.8,0,166.4,216.3,953.8,18.9,0,1397.9,3953.8
10-03-2020 22.00,179.2,0,165.1,221,789.1,20.8,0,1563.8,3760.9
10-03-2020 22.30,175,0,164.4,217.4,519.3,18.3,0,1659.2,3554.9
10-03-2020 23.00,174.2,0,165.4,221.8,281.3,21.4,0,1949.4,3405.8
10-03-2020 23.30,177.4,0,188.8,137.9,305.7,0,0,1949.4,3342.1
11-03-2020 0.00,171.8,0,174.1,135.8,329.5,0,0,2071.3,3200.5
11-03-2020 0.30,174.1,0,180.8,135.9,337.9,0,0,2115.7,3097.8
11-03-2020 1.00,170.7,0,164.7,135.7,261.5,0,0,2232.4,3026.9
11-03-2020 1.30,169.4,0,165.7,135.8,267,0,0,2226,2962.2
11-03-2020 2.00,169.9,0,172.8,136.7,272.6,0,0,2155.4,2888.6
11-03-2020 2.30,170.2,0,169.1,136.1,267.9,0,0,2096.7,2833.8
11-03-2020 3.00,168.9,0,165,136,262.3,0,0,2068.2,2804.3
11-03-2020 3.30,170.2,0,169.4,136.3,269.2,0,0,2018.6,2775.7
11-03-2020 4.00,170.3,0,170.7,136.7,270.2,0,0,2014.9,2782.3
11-03-2020 4.30,170,0,169.1,136.1,269,0,0,2010.3,2777.8
11-03-2020 5.00,169.7,0,170.1,136.4,270.9,0,0,2053.7,2809.1
11-03-2020 5.30,168.9,0,165,136.2,259.1,0,0,2176,2879.5
11-03-2020 6.00,169.4,0,166.7,136.3,266.2,0,0,2305.6,3045.3
11-03-2020 6.30,168.6,0,170.1,136.4,273.8,17.4,0,2278.8,3243
11-03-2020 7.00,169.4,0,178.1,143.3,282.9,20.8,0,2461.2,3519.8
11-03-2020 7.30,167.4,0,167.4,211.4,510.5,52.1,0,2394.2,3835.6
11-03-2020 8.00,172.9,0,216,216,541.5,53.9,0,2423.4,3981.7
11-03-2020 8.30,177.4,0,349.6,216.1,542.8,16,0,2187.7,3997.7
11-03-2020 9.00,177,0,389.8,222.4,534.1,14.9,0,2156.6,4033.6
11-03-2020 9.30,179.2,0,403.3,226.7,485.3,16.8,0,2072.3,4056.5
11-03-2020 10.00,173.4,0,381.5,217.7,463.8,14.6,0,2110.6,4097.4
11-03-2020 10.30,186.9,0,273.4,220.2,271.5,14.7,0,2385.6,4102.9
11-03-2020 11.00,189.6,0,248.2,225.2,274.6,15,0,2371.9,4090.3
11-03-2020 11.30,175.4,0,248.9,226.5,274.9,14.9,0,2420.2,4066.1
11-03-2020 12.00,176,0,175.4,229.9,384.4,12.9,0,2397.2,4031.4
11-03-2020 12.30,173.8,0,164.4,219.1,366.1,9.8,0,2434.8,4092.1
11-03-2020 13.00,177.9,0,185.8,233.9,394.9,17.6,0,2520.4,4079.3
11-03-2020 13.30,175.8,0,312,228,383.1,93.8,0,2368.6,4000.7
11-03-2020 14.00,174.9,0,398.9,223.7,476,10.5,0,2391.6,4032
11-03-2020 14.30,177.7,0,435.4,222.9,511.6,16,0,2528.9,4131.1
11-03-2020 15.00,173.7,0,414,201.3,522.9,15.4,0,2510.7,4154.1
11-03-2020 15.30,177.1,0,436.1,221.4,495,23.8,0,2501.7,4174.8
11-03-2020 16.00,175.1,0,410.9,186,534,130.7,0,2489.5,4248
11-03-2020 16.30,177.3,0,427.4,214.6,546.2,96.2,0,2521.8,4329.9
11-03-2020 17.00,177.1,0,430.1,214.6,575.4,243.5,0,2432.9,4473.9
11-03-2020 17.30,170.8,0,437.1,217.8,621,111.6,99.5,2245.5,4524.2
11-03-2020 18.00,174.6,0,324.4,221.2,481.6,144.9,21.5,2768,4618.4
11-03-2020 18.30,190.4,0,283.1,222.7,478.4,217.7,0,2763.2,4636.1
11-03-2020 19.00,189.9,0,267,214.7,481.7,227.9,0,2777.5,4630.8
11-03-2020 19.30,188.4,0,265.3,210.9,507.2,138.2,0,2911.1,4627.5
11-03-2020 20.00,188.6,0,233.5,215.2,515.5,60,0,2947.1,4525
11-03-2020 20.30,164.4,0,269,213.6,514.6,45,0,2917.8,4416.8
11-03-2020 21.00,163.7,0,168.1,208.9,452.2,22.6,0,2944.9,4306.4
11-03-2020 21.30,164.6,0,186.8,155.7,329.1,26.2,0,2874.5,4053.2
11-03-2020 22.00,149.5,0,171.4,156.1,315.6,21.1,0,2971.5,3892.3
11-03-2020 22.30,150.1,0,171.4,156.6,308.5,22.4,0,2812.1,3705.6
11-03-2020 23.00,150.3,0,174.1,144.1,314.4,26.5,0,2566.8,3607.2
11-03-2020 23.30,151,0,179.8,136.3,319.4,28,0,2425.4,3462.3
12-03-2020 0.00,149,0,165.4,136.4,264.8,0,0,2404.8,3323.3
12-03-2020 0.30,151.1,0,174.4,136.8,276.8,0,0,2385.4,3213.1
12-03-2020 1.00,151.7,0,178.5,136.8,282.4,0,0,2341.4,3133.1
12-03-2020 1.30,150.7,0,181.8,137.3,280.6,0,0,2348.9,3075.2
12-03-2020 2.00,151.3,0,174.4,137.2,279.8,0,0,2217.4,2997.5
12-03-2020 2.30,149.5,0,166.1,137.2,266.1,0,0,2130.9,2956.6
12-03-2020 3.00,149.9,0,167.1,137.1,266.1,0,0,2224.8,2927.2
12-03-2020 3.30,150.2,0,173.4,137.2,273.4,0,0,2351.1,2918.1
12-03-2020 4.00,149.8,0,170.1,137.5,269.7,0,0,2365.8,2925.1
12-03-2020 4.30,149.2,0,165.7,137.2,264.4,0,0,2287.2,2898
12-03-2020 5.00,148.8,0,166.4,137.2,261.1,0,0,2346.2,2914.5
12-03-2020 5.30,148.6,0,165,136.9,255.5,0,0,2362.7,2974.3
12-03-2020 6.00,149,0,164.4,136.9,260.6,0,0,2382.8,3109
12-03-2020 6.30,151.3,0,170.7,136.7,270.1,17.6,0,2440.6,3359.9
12-03-2020 7.00,152.5,0,164.7,147.2,321.4,14.9,0,2540.9,3598.3
12-03-2020 7.30,156.3,0,179.5,166.4,401.5,21.7,0,2772,3965.7
12-03-2020 8.00,165.5,0,170.1,167.2,488.1,17.9,0,2818.7,4101.9
12-03-2020 8.30,172.7,0,256.6,180.3,536.2,94.2,0,2654.9,4147.8
12-03-2020 9.00,187.8,0,310,198.4,565.4,14.9,0,2608.7,4214.3
12-03-2020 9.30,188.9,0,172.4,199.5,548.9,18.3,0,2702.7,4269.4
12-03-2020 10.00,188,0,175.1,199.6,552.6,20.1,0,2717,4274.4
12-03-2020 10.30,186.4,0,171.8,199.7,547.8,18.5,0,2794.9,4271.5
12-03-2020 11.00,187.8,0,173.1,210.5,550.1,13,0,2824.8,4266.9
12-03-2020 11.30,187.7,0,165,209.8,538.5,10,0,2848.2,4264.2
12-03-2020 12.00,170.9,0,167,210.2,541.9,11.4,0,2861.4,4250.4
12-03-2020 12.30,171.5,0,163.4,210.2,536,10.1,0,2904.3,4277.5
12-03-2020 13.00,170.1,0,167,209.6,535.3,10,0,2898.4,4263.8
12-03-2020 13.30,170.7,0,163,209,471,10,0,2882,4179.1
12-03-2020 14.00,171.7,0,166.4,201.9,478,9.9,0,2857.4,4169.1
12-03-2020 14.30,173,0,167.7,201.3,480.6,11.2,0,2872,4173.9
12-03-2020 15.00,173.3,0,165,200.6,479,10.2,0,2861.7,4168.9
12-03-2020 15.30,175.7,0,175.8,181.5,441.4,14.8,0,2800.1,4194.5
12-03-2020 16.00,174.5,0,171.1,181.7,501.1,12.2,0,2824.5,4212
12-03-2020 16.30,174.5,0,171.1,181.8,546.6,11.6,0,2865.9,4265.4
12-03-2020 17.00,173.2,0,165.4,180.9,540.7,98.8,0,2811,4337.5
12-03-2020 17.30,174.9,0,170.4,181.3,417.9,159,0,2882.4,4400.1
12-03-2020 18.00,190.2,0,171.1,180.8,544.9,158.5,0,2902.5,4446
12-03-2020 18.30,189.2,0,174.4,187.3,548.2,160,0,2859.7,4511.3
12-03-2020 19.00,187.7,0,164.7,181.2,554.4,145.2,0,2883.7,4666.1
12-03-2020 19.30,187.5,0,165,183.1,370.6,147.2,0,2767.3,4586
12-03-2020 20.00,183.6,0,167.7,185,307.7,103.3,0,2780.8,4489.2
12-03-2020 20.30,182.3,0,168.4,171.9,295.8,60.4,0,2830.3,4358.9
12-03-2020 21.00,185.4,0,183.2,145,327.7,136.2,0,2694.1,4243.1
12-03-2020 21.30,181.7,0,165.4,156.2,417,150.5,0,2540.1,4074.8
12-03-2020 22.00,180.3,0,164.7,156.9,297.8,20.7,0,2544.6,3896
12-03-2020 22.30,166.9,0,170.7,156.3,290.6,26.6,0,2395.2,3712.5
12-03-2020 23.00,165.4,0,164.7,141.3,276.4,17.7,0,2275.4,3617.4
12-03-2020 23.30,164.8,0,165,137,294.6,15.2,0,2245.1,3530.9
13-03-2020 0.00,166.4,0,172.4,136.9,306.4,0,0,2228.3,3361.6
13-03-2020 0.30,171.7,0,197.6,144.6,399,0,0,2171.2,3251.5
13-03-2020 1.00,165.9,0,170.7,191.7,588.4,0,0,2069.4,3154.7
13-03-2020 1.30,167.7,0,177.4,192.9,590.8,0,0,1986,3076.5
13-03-2020 2.00,165.7,0,163.7,198.7,435.7,0,0,2011.8,3011.1
13-03-2020 2.30,171.6,0,189.8,196.7,460.4,0,0,1762.3,2928.3
13-03-2020 3.00,168.9,0,179.8,203.2,667.5,0,0,1456.2,2871.4
13-03-2020 3.30,165.3,0,169.4,205.4,696.2,0,0,1392.1,2872.1
13-03-2020 4.00,167.5,0,175.5,192.1,809.6,0,0,1276.6,2860.7
13-03-2020 4.30,168.3,0,179.2,192,864.8,0,0,1231.1,2883.2
13-03-2020 5.00,173.5,0,286.5,214.1,950,0,0,1091.4,2887.9
13-03-2020 5.30,171.6,0,382.8,209.2,920.1,0,0,911.1,2946.6
13-03-2020 6.00,174,0,388.2,211.1,953.1,19.4,0,740.4,3064.2
13-03-2020 6.30,173.9,0,391.5,211,1003,21.1,0,648.6,3238.5
13-03-2020 7.00,171.8,0,434.8,206.1,1055.2,15.3,0,587,3392.2
13-03-2020 7.30,172.6,0,437.2,217.5,1079.1,15.4,0,526,3651.2
13-03-2020 8.00,174,0,440.9,232.8,1078.9,59.9,0,413.3,3821.3
13-03-2020 8.30,191.2,0,446.3,233.7,1173.8,64,0,420.9,3971.8
13-03-2020 9.00,189.8,0,444.2,241.1,1240.3,59.6,0,471.1,4108.4
13-03-2020 9.30,189,0,438.5,256.5,1301.6,60,0,491,4208.3
13-03-2020 10.00,187.4,0,427.4,251.6,1271.5,20.1,0,599.8,4224.1
13-03-2020 10.30,185.5,0,425.7,251.9,1216,20,0,861.2,4237.4
13-03-2020 11.00,172.5,0,431.7,252.7,1054,20.1,0,1094.1,4258.9
13-03-2020 11.30,171.2,0,189.2,219.3,1043.6,19.6,0,1287.5,4238.7
13-03-2020 12.00,175.3,0,171.1,226.4,1032.6,21.3,0,1419.4,4271.2
13-03-2020 12.30,173.7,0,164.4,231,1063.8,19.7,0,1574.2,4288.1
13-03-2020 13.00,174.2,0,172.8,236.2,1096.3,23.6,0,1669,4276
13-03-2020 13.30,174.3,0,239.8,234.3,1088.4,22.9,0,1618,4194.9
13-03-2020 14.00,175.7,0,264.3,235.3,1098.3,22.7,0,1503.9,4102.6
13-03-2020 14.30,171.1,0,245.5,226.8,1057.7,19.2,0,1536.5,4099.3
13-03-2020 15.00,177.2,0,213.4,236.2,1086.1,29.6,0,1430.7,4042.7
13-03-2020 15.30,175.4,0,297.6,233.7,1053,19.5,0,1357.2,4063.1
13-03-2020 16.00,177.1,0,312.1,237.4,1089.8,31.6,0,1286.7,4046.8
13-03-2020 16.30,175,0,432.9,230.9,1304.7,59.5,0,1151.7,4104.6
13-03-2020 17.00,175.9,0,445,251.9,1371.3,58.1,0,1038.7,4166.6
13-03-2020 17.30,176.7,0,456,261.2,1400.7,143.7,0,986.6,4293.8
13-03-2020 18.00,176.6,0,490.7,260.5,1399.5,145.7,0,947.2,4359.9
13-03-2020 18.30,192.3,0,546.5,261.4,1401.2,146.3,0,939.6,4411.4
13-03-2020 19.00,189.6,0,520.2,251.2,1344.6,133.2,0,911.8,4506.9
13-03-2020 19.30,189.1,0,475.4,251.4,1344.3,57.3,0,886.7,4440.2
13-03-2020 20.00,190.1,0,389.1,253.9,1360.3,19.3,0,804.1,4294.5
13-03-2020 20.30,173.4,0,405,247.4,1377.6,31.9,0,777.4,4141.8
13-03-2020 21.00,172,0,356.8,244.7,1352.6,29.1,0,800.2,4019.2
13-03-2020 21.30,170.9,0,306.7,240.5,1335.1,25.9,0,796.4,3856.9
13-03-2020 22.00,169.7,0,297.3,238.4,1309,16.6,0,714.1,3684
13-03-2020 22.30,154.2,0,197.6,237.6,1179.1,13.8,0,666.7,3555.6
13-03-2020 23.00,155.8,0,208.7,241.9,1156.8,17.5,0,582.5,3488.9
13-03-2020 23.30,157.1,0,212.1,243.9,1260.1,20.2,0,587.1,3457.1
14-03-2020 0.00,157.8,0,224.5,247.6,1326.7,22.2,0,569.7,3325.5
14-03-2020 0.30,155,0,329.1,240.4,1310.9,0,0,554.1,3183.7
14-03-2020 1.00,153.8,0,436.1,231,1161.3,0,0,584.4,3070.7
14-03-2020 1.30,150.5,0,423.4,226.4,909,0,0,723.3,2966.4
14-03-2020 2.00,150.1,0,417.6,225,778.1,0,0,937.1,2882.3
14-03-2020 2.30,149.3,0,321,225.2,722.4,0,0,1125.6,2816.2
14-03-2020 3.00,154.3,0,165,230.2,694.9,0,0,1300.1,2773.9
14-03-2020 3.30,151.3,0,165,227.3,664.9,0,0,1171.4,2713.3
14-03-2020 4.00,156,0,169.1,235.3,580.2,0,0,1170.8,2701.9
14-03-2020 4.30,152.4,0,164.4,227.7,552.2,0,0,1194.1,2687.7
14-03-2020 5.00,155.6,0,173.5,234.6,474.7,0,0,1136.9,2693.7
14-03-2020 5.30,156.7,0,173.5,236.8,624.1,0,0,1161.2,2715
14-03-2020 6.00,154.4,0,165.4,233.4,604.5,0,0,1179.8,2785.9
14-03-2020 6.30,154.3,0,165.4,232.3,604.2,0,0,1232,2886.3
14-03-2020 7.00,153.9,0,164.1,231.9,604.3,0,0,1200.2,2906.2
14-03-2020 7.30,150.6,3.9,164.7,225.7,439.4,0,0,1252.9,3055.1
14-03-2020 8.00,158.1,5,189.5,197.4,489.7,27.3,0,1312.3,3146.7
14-03-2020 8.30,163.1,19.2,181.5,228.6,589.8,22.8,0,1431.8,3282
14-03-2020 9.00,170.6,34.7,169.1,226,685.9,18.2,0,1483.8,3413.5
14-03-2020 9.30,170.8,0,172.4,234.6,717.3,18.4,0,1764.1,3561.2
14-03-2020 10.00,166.8,0,168.4,226.3,688.5,14.9,0,1939.6,3663.9
14-03-2020 10.30,168.5,0,164.7,227.4,644.4,14.8,0,2263.2,3773
14-03-2020 11.00,170.6,0,170.4,236.8,587.5,18.5,0,2481.6,3838.9
14-03-2020 11.30,156.4,0,178.5,184.8,678.1,21.2,0,2568.6,3900.8
14-03-2020 12.00,152.3,81,164.7,179.7,722.2,15.2,0,2582.2,3933
14-03-2020 12.30,152.7,75.5,164.7,180.4,712.3,15.2,0,2675.4,4018.5
14-03-2020 13.00,153.8,107.7,165,161.3,657.5,15,0,2740.8,4047.1
14-03-2020 13.30,157.9,81.4,164.7,153.1,589.1,15,0,2734.3,3977.5
14-03-2020 14.00,164.4,75.5,164.7,137.9,556.3,14.8,0,2806.7,3932.7
14-03-2020 14.30,170.8,75.2,165,137.7,534.3,14.7,0,2739.3,3886.9
14-03-2020 15.00,172,77.5,164.7,136.9,533.7,14.6,0,2689.2,3871.5
14-03-2020 15.30,172.3,78.9,164.7,137.5,545.5,14.8,0,2732.5,3850.6
14-03-2020 16.00,172.4,78.2,166,137.8,548,14.7,0,2736.5,3867.7
14-03-2020 16.30,173.6,85.1,175.1,137.6,562.6,19.6,0,2742,3913.6
