Date (GMT+1),Hydro Run-of-River,Fossil hard coal,Fossil oil,Fossil peat,Fossil gas,Hydro pumped storage,Others,Wind onshore,Load
01-01-2021 19.30,197.2,381.7,438.9,114.9,1190.7,46,0,878.1,3920.4
01-01-2021 20.00,195.2,381.7,430.8,115.1,1175.9,44.9,0,821.5,3811.7
01-01-2021 20.30,197.4,387.8,445.6,100.6,1215.9,8,0,827.1,3718.8
01-01-2021 21.00,155.2,387.1,444.2,65.5,1150.2,47,0,806.7,3648.4
01-01-2021 21.30,155.3,386.7,443.2,101.9,1112.4,46.7,0,690.2,3516.2
01-01-2021 22.00,150.7,383,432.1,114.8,1086.7,5.3,0,744.8,3456.2
01-01-2021 22.30,150.3,381.4,432.8,93,1087.1,5,0,698.4,3377.3
01-01-2021 23.00,151.8,388.5,444.6,65.5,1118.4,8.1,0,651.9,3325.6
01-01-2021 23.30,148.9,375.7,417.7,65.4,1082.4,0,0,637.3,3316.6
02-01-2021 0.00,150.4,381.7,428.4,65.5,1115.7,0,0,634.1,3192.3
02-01-2021 0.30,150.2,380.7,428.1,65.4,1080.8,0,0,630.1,3101
02-01-2021 1.00,149.1,376.2,416.7,65.5,1050.5,0,0,573.6,2961.5
02-01-2021 1.30,151.3,381.2,428.8,65.4,891.2,0,0,618.9,2853.5
02-01-2021 2.00,149.9,374.8,336.9,65.6,848.5,0,0,687.3,2785.5
02-01-2021 2.30,151.8,327,172.2,65.5,893.9,0,0,736.1,2734.2
02-01-2021 3.00,152.1,316,174.8,65.5,806.7,0,0,729.5,2653.1
02-01-2021 3.30,150.2,282.9,164.4,65.5,754.2,0,0,782.8,2623.1
02-01-2021 4.00,151.8,246.5,172.8,65.5,626.4,0,0,853.8,2608.6
02-01-2021 4.30,152,204.9,173.5,65.4,630.5,0,0,871.9,2593.7
02-01-2021 5.00,151.6,208.8,169.8,65.5,619.3,0,0,891.2,2583.8
02-01-2021 5.30,151.7,241.9,169.8,65.5,621,0,0,891.1,2588.1
02-01-2021 6.00,151.5,244.2,171.1,65.5,625.4,0,0,880.1,2611.4
02-01-2021 6.30,152.3,246.3,176.2,65.6,596.6,7,0,817.2,2655.3
02-01-2021 7.00,151.4,278.7,171.8,65.6,710.7,6,0,846.5,2720.8
02-01-2021 7.30,155.1,291.3,177.5,65.5,769.5,7,0,818.3,2794.4
02-01-2021 8.00,159.5,315.8,175.6,65.5,823.9,5.3,0,912.2,2867.3
02-01-2021 8.30,165.6,329.7,205,65.4,885.6,5.6,0,895.5,2910.2
02-01-2021 9.00,192.9,364.3,203.1,65.5,846.9,5.4,0,1008.2,3000.9
02-01-2021 9.30,198.2,357,178.8,65.5,863.9,7.6,0,1077.5,3138.1
02-01-2021 10.00,194.6,343.9,164.7,65.4,916.1,5.4,0,1153.8,3294.7
02-01-2021 10.30,196.7,352.6,168.1,65.5,934,5.5,0,1163.7,3429.5
02-01-2021 11.00,196.4,382.1,167.7,65.4,1081.3,5.6,0,1104.7,3531.3
02-01-2021 11.30,197.7,392.9,261.6,94.7,1169.4,6.4,0,1050.4,3603
02-01-2021 12.00,198.3,390.8,393.9,114.6,1163.9,10.1,0,1091.9,3699.1
02-01-2021 12.30,197.8,391.9,396.4,114.6,1168.9,11,0,1078.9,3791
02-01-2021 13.00,194.4,391.5,472.9,114.6,1172.8,11.1,0,1109.9,3834.1
02-01-2021 13.30,181.6,384.2,459.5,113,1180.9,9.5,0,1109.8,3837.7
02-01-2021 14.00,183.2,397.2,476.1,116.4,1214.8,12.7,0,1012.9,3777.2
02-01-2021 14.30,180.1,398.8,476.5,67.1,1217,12.7,0,901.1,3774.6
02-01-2021 15.00,176.5,409.3,460.8,65.4,1165.7,9.8,0,958.5,3772.6
02-01-2021 15.30,178.5,436.3,497.9,65.4,1124.1,9.4,0,927.3,3770.3
02-01-2021 16.00,182.6,380.8,544.6,65.4,1126.3,47.8,0,901.5,3814.7
02-01-2021 16.30,197.8,386.2,551,111.6,1266.5,74.3,0,939.1,3981.6
02-01-2021 17.00,196.7,416.2,550.9,112.9,1399.1,148.5,0,973,4334
02-01-2021 17.30,198.6,443.6,556.4,114.6,1383.4,164.1,0,915.9,4553.2
02-01-2021 18.00,195.6,444.6,547.2,112.9,1368.9,164.3,0,981.5,4546.9
02-01-2021 18.30,194.6,435.9,511.1,111.9,1356.9,145.3,0,1000.8,4417.3
02-01-2021 19.00,198.1,402.2,484,117.1,1312.3,169.3,0,1042.7,4291.9
02-01-2021 19.30,198.3,402.7,456.8,117.2,1345.4,128.8,0,1000.1,4168.1
02-01-2021 20.00,195.5,393.1,436.5,114.7,1389.9,93.2,0,942.3,4028
02-01-2021 20.30,181,397.9,440.2,116.5,1340.6,57.2,0,897.3,3923.9
02-01-2021 21.00,162.9,388.5,429.4,111.1,1229.2,53.5,0,868.6,3818.6
02-01-2021 21.30,154.4,392.9,432.1,114,1203.6,59.6,0,852.7,3705.3
02-01-2021 22.00,151.4,399,442.5,116,1263.4,21.4,0,899.2,3585
02-01-2021 22.30,150.3,385.1,428.1,65.5,1270.1,15.2,0,939.2,3483
02-01-2021 23.00,151.4,395.1,439.8,65.5,1158.5,20.9,0,940.7,3441
02-01-2021 23.30,150.8,379.4,430.8,65.5,1163.5,14.3,0,973.5,3412.7
03-01-2021 0.00,148.1,367.7,422,65.5,1045.4,14.6,0,1037.9,3289.1
03-01-2021 0.30,150.8,378.2,427.7,65.5,1010.1,16.4,0,1062,3191.1
03-01-2021 1.00,150.5,382.1,433.1,65.6,984,10.3,0,1008.1,3083
03-01-2021 1.30,151.4,382.3,434.1,65.5,1004.3,0,0,974,2980.2
03-01-2021 2.00,152.2,379.4,433.8,65.5,1003.8,0,0,1020.8,2893.6
03-01-2021 2.30,153,350.3,439.8,65.6,988.6,0,0,974.7,2825.1
03-01-2021 3.00,153.3,353.6,444.5,65.4,998.6,0,0,972.4,2778.5
03-01-2021 3.30,152,330.7,427.8,65.5,863.2,0,0,1014.8,2751.3
03-01-2021 4.00,150.7,336.4,428.8,65.7,721,0,0,1004.5,2724.2
03-01-2021 4.30,152.9,281.5,438.1,65.5,699.3,0,0,955.1,2685.3
03-01-2021 5.00,152.8,252.7,439.8,65.5,703.7,0,0,904.6,2640.7
03-01-2021 5.30,152.8,229.6,437.1,65.4,704,0,0,875.3,2647.9
03-01-2021 6.00,152.3,247.2,436.4,65.4,758,0,0,852.5,2653.7
03-01-2021 6.30,153.5,290.9,443.1,65.5,773.8,0,0,870.4,2693.6
03-01-2021 7.00,152.9,287,440.5,65.4,769.3,0,0,825.6,2749.9
03-01-2021 7.30,152.4,321.5,387.2,65.5,699.4,0,0,853.5,2801.2
03-01-2021 8.00,155.1,345.1,446.9,65.6,746.1,15.2,0,830.2,2841.8
03-01-2021 8.30,152.6,338.4,438.5,65.4,903.2,11.8,0,812.9,2855.2
03-01-2021 9.00,164.8,367.9,440.8,65.2,1004,12.9,0,789.5,2951.3
03-01-2021 9.30,175.6,387.6,456.6,65.7,1045.3,19.7,0,793.7,3126.6
03-01-2021 10.00,170.8,383.9,432.1,65.3,1104.7,10.2,0,736,3260.6
03-01-2021 10.30,170.8,386.9,438.2,65.4,1185.5,12.2,0,757.6,3414.7
03-01-2021 11.00,171.7,387.4,439.5,65.5,1233.8,19.1,0,751.1,3550.8
03-01-2021 11.30,170.2,378.2,428.8,65.5,1240.9,15.1,0,750.2,3635.5
03-01-2021 12.00,173.9,402.2,453.3,65.5,1310.8,25.4,0,702,3731.5
03-01-2021 12.30,173.5,401.8,447.6,87.3,1351.8,22.7,0,682.3,3836.3
03-01-2021 13.00,171.5,395.6,440.9,93,1360.2,64.2,0,632,3866.1
03-01-2021 13.30,157.7,402.2,443.6,94.6,1373.9,66.9,0,564.8,3870.4
03-01-2021 14.00,156.3,395.6,440.2,93,1361,65.7,0,604,3834.3
03-01-2021 14.30,149.8,378.9,421.1,88.2,1308.1,19.8,0,614.2,3804.1
03-01-2021 15.00,148.5,377.3,417.4,65.4,1210.3,19.6,0,608.1,3805
03-01-2021 15.30,149.4,385.6,425.4,65.6,1190.3,19.7,0,699.2,3838.6
03-01-2021 16.00,150.2,387.1,424.8,65.5,1299.3,58.5,0,760,3916
03-01-2021 16.30,154.3,396.1,431.1,100.5,1341.4,150,0,926.8,4092.9
03-01-2021 17.00,153.9,407.7,425.1,112.3,1329.8,185.9,0,961.7,4394.2
03-01-2021 17.30,167.1,407.1,423.8,111.8,1320.6,184.1,0,1057.9,4562.8
03-01-2021 18.00,166.4,402,419.7,110.8,1312,181.1,0,1119.2,4527
03-01-2021 18.30,169.8,394.5,433.1,114.1,1232.8,109.3,0,1096.6,4397.6
03-01-2021 19.00,169.4,388.8,427.1,112.9,1209.6,68.7,0,1172.3,4282.4
03-01-2021 19.30,167.9,383,423.4,111.9,1138.8,19.3,0,1155.3,4148.6
03-01-2021 20.00,167.2,386.2,425.1,78.2,1029.3,20.1,0,1221,4034.9
03-01-2021 20.30,166,377.6,420.7,57.6,927.6,20.4,0,1272.3,3905.6
03-01-2021 21.00,168.2,374.1,366.1,59,858.2,19.6,0,1349.5,3806.9
03-01-2021 21.30,151.8,370.2,191.3,58.2,837.1,19,0,1389.6,3675.2
03-01-2021 22.00,149.5,348.1,167.8,61.5,849.2,20.8,0,1292.2,3549.4
03-01-2021 22.30,149.3,342.8,164.1,59.4,797.6,18.9,0,1216.7,3403
03-01-2021 23.00,147.1,333.4,165.4,65.4,682.4,21.3,0,1184.2,3347
03-01-2021 23.30,150.8,352.8,171.8,65.4,785.2,60.9,0,1150.3,3319.5
04-01-2021 0.00,151.2,345.1,164.4,65.3,767.8,17.6,0,1132.2,3198.2
04-01-2021 0.30,155.1,361.1,310.7,65.5,888.2,0,0,1171.2,3107.8
04-01-2021 1.00,152.2,352.6,426.7,65.4,849.8,0,0,1167,3001.4
04-01-2021 1.30,152.7,357.9,433.4,65.3,811.9,0,0,1183.4,2918.5
04-01-2021 2.00,148.9,336.8,411.3,65.4,777.4,0,0,1178,2844
04-01-2021 2.30,153.3,300.2,366,65.5,697,0,0,1169.7,2777.1
04-01-2021 3.00,145.4,265.7,325.8,65.4,606,0,0,1191.1,2723.7
04-01-2021 3.30,151,198.2,236.2,65.5,569,0,0,1183.3,2696.1
04-01-2021 4.00,151,205.1,236.2,65.3,572.2,0,0,1136.4,2675.1
04-01-2021 4.30,148.3,199.2,164.7,65.4,553,0,0,1226.6,2669.1
04-01-2021 5.00,153.8,180.2,186.5,65.5,648.9,0,0,1183.8,2678.2
04-01-2021 5.30,151.3,199.9,333.8,65.7,772.6,0,0,1208.5,2733.9
04-01-2021 6.00,151.4,260.9,340.9,65.4,807.3,0,0,1208.2,2851.2
04-01-2021 6.30,151.2,307.1,337.2,65.5,914.8,0,0,1241.5,2999.4
04-01-2021 7.00,151.3,347.1,336.5,65.5,1040.6,0,0,1266.9,3158.5
04-01-2021 7.30,149.2,377.8,425.1,65.5,1086.3,0,0,1236.6,3381.3
04-01-2021 8.00,167.8,385.5,377.4,65.5,983.1,12.6,0,1221.7,3540.4
04-01-2021 8.30,170.2,381,369,65.7,1065.8,10.2,0,1200.4,3664.9
04-01-2021 9.00,171.2,389.7,382.5,65.7,1100.2,13.4,0,1327.2,3879.9
04-01-2021 9.30,172.4,399.1,387.5,65.7,1200.4,16.2,0,1241.7,4036.6
04-01-2021 10.00,167.6,382.8,423.4,65.7,1193.3,15.4,0,1129.6,4148.6
04-01-2021 10.30,170.1,397.4,441.5,65.8,1248.3,20.5,0,1112.2,4221.9
04-01-2021 11.00,171,410.7,444.2,65.5,1254.2,21.2,0,1045.3,4291.6
04-01-2021 11.30,171.4,425.1,446.2,65.8,1258.2,21.3,0,1061.7,4350.1
04-01-2021 12.00,170.5,424,439.5,65.7,1242,19.6,0,1094.9,4407
04-01-2021 12.30,172.1,429.2,444.9,65.4,1327.1,29,0,1014.2,4488.1
04-01-2021 13.00,177.6,432.2,450.2,97.1,1381.5,32,0,947,4560.5
04-01-2021 13.30,184.1,416.9,425.1,111.6,1312.1,20.1,0,870,4477.7
04-01-2021 14.00,177.3,417.1,425.4,113,1315.4,19.8,0,900.2,4438.3
04-01-2021 14.30,176.6,408.2,420.7,111.4,1296.9,19.7,0,1010.3,4430.6
04-01-2021 15.00,173.8,383.5,413.3,109.6,1226.2,14.6,0,1057.4,4422.1
04-01-2021 15.30,177.8,379.8,429.1,113.4,1225.2,14.4,0,1022.9,4433.6
04-01-2021 16.00,175.4,397,418.4,106.2,1260.9,14.4,0,1159.2,4513
04-01-2021 16.30,201.2,407,445.6,78.6,1403,106.7,0,1227.7,4674.4
04-01-2021 17.00,198,455.3,432.1,114.7,1381.2,209.4,0,1314.2,4966.3
04-01-2021 17.30,198.3,467,428.4,113.4,1370.1,239.7,0,1349.4,5116
04-01-2021 18.00,196.5,475,426.4,112.7,1364.7,235.5,0,1334.4,5047.4
04-01-2021 18.30,195.7,456.9,422.1,111.8,1353.2,188.4,0,1341.3,4872.8
04-01-2021 19.00,197.2,412.5,426.4,112.9,1271.5,136.1,0,1305,4723.5
04-01-2021 19.30,196,419.6,431.1,113.5,1153.5,19.4,0,1385,4604
04-01-2021 20.00,195.6,414.1,428.4,112.5,1141.1,18.4,0,1331.1,4436.6
04-01-2021 20.30,198.5,387.4,445.2,99.3,1107,29.3,0,1303.5,4288.2
04-01-2021 21.00,198.1,389.2,442.2,81.9,1107.4,13.6,0,1313.3,4181.2
04-01-2021 21.30,154.6,375.7,424.7,68.6,1137.3,9.6,0,1240.9,4005.1
04-01-2021 22.00,156.3,415.1,400.2,65.8,1114.4,11,0,1233.5,3870.5
04-01-2021 22.30,152.1,422.6,441.5,65.8,1069.1,12.8,0,1276.6,3714.4
04-01-2021 23.00,151.1,418.7,428.8,65.7,1035.4,9.6,0,1281.8,3626.4
04-01-2021 23.30,150.8,381.2,424.4,65.6,967.1,0,0,1261.2,3568
05-01-2021 0.00,153.2,390.1,443.5,65.7,1021.5,0,0,1161.1,3428.8
05-01-2021 0.30,152.3,380.5,433.4,65.8,996.2,0,0,1174,3313.9
05-01-2021 1.00,152.5,382.1,431.1,65.8,934.4,0,0,1140.8,3206.1
05-01-2021 1.30,153.5,387.8,442.2,65.8,881.6,0,0,1137.8,3112.2
05-01-2021 2.00,152.7,380.5,429.4,66,853.5,0,0,1174.5,3066
05-01-2021 2.30,153.6,331.1,442.9,65.8,831.8,0,0,1125,3015.8
05-01-2021 3.00,152.7,326.1,432.8,65.8,805,0,0,1147.3,2968.7
05-01-2021 3.30,156.4,344.4,452.6,65.8,820.5,0,0,1069.6,2944.1
05-01-2021 4.00,152.8,324.7,433.8,65.7,839.1,0,0,1064.8,2913.9
05-01-2021 4.30,152.6,325.9,435.1,65.7,825.1,0,0,1066.3,2900.5
05-01-2021 5.00,151.9,318.1,426.4,65.8,839,0,0,1071.1,2933.1
05-01-2021 5.30,148,307.1,418.7,65.8,874.4,0,0,1096.9,2957.7
05-01-2021 6.00,151.3,322.2,385.9,65.8,680,0,0,1127.7,3063.8
05-01-2021 6.30,151.9,320.1,342,65.7,715.1,10.2,0,1156.4,3203.3
05-01-2021 7.00,151.7,318.6,341.1,65.8,751.3,10.2,0,1150.5,3354.6
05-01-2021 7.30,153.8,363.1,353.3,65.8,1071.4,13.5,0,1082.7,3547.5
05-01-2021 8.00,165.4,386,475,65.7,1063.9,12.7,0,997.9,3685.5
05-01-2021 8.30,171.7,383.9,472.7,65.7,1137.5,12.5,0,1009.6,3867.9
05-01-2021 9.00,172.7,391.5,478.4,65.7,1188.7,5.9,0,951.7,4007.4
05-01-2021 9.30,171.2,421.7,464.4,65.6,1211.8,4.9,0,942.2,4146.3
05-01-2021 10.00,172.7,423.1,483.3,65.7,1255.4,7.2,0,909.7,4236.1
05-01-2021 10.30,172.8,421.9,482.9,65.8,1348,8,0,846.3,4279.9
05-01-2021 11.00,171.5,422.1,471.5,65.7,1359.8,5.9,0,852.4,4351.2
05-01-2021 11.30,172,423.7,478.8,97.4,1394.9,6.7,0,736.3,4387.7
05-01-2021 12.00,171,447.8,470,114.8,1382.3,5.4,0,715.4,4399.1
05-01-2021 12.30,170.9,473.6,465.3,113.5,1362.6,4.9,0,715,4466.3
05-01-2021 13.00,165.5,470.9,465.1,113.4,1367.9,4.9,0,777.4,4538.8
05-01-2021 13.30,170.3,459,464,112.7,1358.4,4.9,0,773.1,4438.4
05-01-2021 14.00,173.3,414.8,462.9,113.2,1368.4,4.8,0,792.5,4400.9
05-01-2021 14.30,177.9,414.4,462.1,112.8,1334.7,4.8,0,817.8,4379.8
05-01-2021 15.00,175.6,409.1,455,101.2,1303.5,4.8,0,862.4,4372.9
05-01-2021 15.30,176.2,412.3,455.5,113.3,1310.6,4.9,0,952.5,4421.9
05-01-2021 16.00,183.7,440.2,441.1,107.4,1339.3,19.5,0,1017,4490.4
05-01-2021 16.30,196.2,458,461.7,112.7,1295.7,87.8,0,1048.4,4648.1
05-01-2021 17.00,194,463.8,456.4,112.2,1385.6,218.7,0,1128.5,4964.9
05-01-2021 17.30,193.9,460.3,457.9,112.1,1384.1,218.3,0,1154.8,5128.5
05-01-2021 18.00,192.9,459,454.4,110.6,1316,126.2,0,1258.5,5081
05-01-2021 18.30,195.3,435.6,462.8,113.3,1307.8,18.2,0,1205.2,4956
05-01-2021 19.00,193.2,412.1,456.1,111.4,1283.5,19.8,0,1171.8,4790.9
05-01-2021 19.30,193.7,408,453.9,110.8,1276.6,19.9,0,1150.3,4656.7
05-01-2021 20.00,183.8,409.6,461.2,112.4,1232.9,20.1,0,1061.2,4511.5
05-01-2021 20.30,166.3,416,400.5,110.3,1111.5,20.1,0,1060.6,4405
05-01-2021 21.00,170,407.3,301.8,115,1109.5,20.5,0,1028.5,4245.4
05-01-2021 21.30,170.9,407.3,331.1,116.3,1115.6,22,0,943.1,4097.1
05-01-2021 22.00,152.8,408.9,447.4,71.9,1117.8,24.4,0,941.3,3962.2
05-01-2021 22.30,151.8,408.2,507.7,66.3,1034.6,24.1,0,898.4,3792.7
05-01-2021 23.00,151.1,388.8,444.5,66.1,1020.2,0,0,820.7,3667.5
05-01-2021 23.30,151.6,388.1,508.6,66.1,1083,0,0,751.6,3629.7
06-01-2021 0.00,150.5,381,492.7,63.9,1000.1,0,0,724.9,3482.7
06-01-2021 0.30,152.4,388.5,506.2,67.1,975.5,0,0,674.9,3355.8
06-01-2021 1.00,152.6,394,517.6,67.7,944.6,0,0,662.4,3243.2
06-01-2021 1.30,152.7,361.5,514.2,67.8,936.2,0,0,622.5,3156.8
06-01-2021 2.00,151.8,357.7,508.4,65.8,915,0,0,597,3093.4
06-01-2021 2.30,152.3,361.5,510.8,67.5,863.9,0,0,577.1,3043.5
06-01-2021 3.00,153,361.3,514.3,68,811.2,0,0,583.5,3011.3
06-01-2021 3.30,152.8,357.2,512.4,67.7,805.7,0,0,560.4,2982.5
06-01-2021 4.00,154.1,358.3,521.6,69.6,827.9,0,0,498.7,2960.9
06-01-2021 4.30,151.1,354.7,507.2,65.6,790.1,0,0,483.8,2959.7
06-01-2021 5.00,152.6,360.6,512.5,67.7,805.2,0,0,477,2979.8
06-01-2021 5.30,151.7,357.7,510.7,66.9,984.6,0,0,424.8,3016.8
06-01-2021 6.00,156.8,391.3,518.5,67.4,1050.3,0,0,393.9,3121
06-01-2021 6.30,161.5,387.1,514.6,64.9,1101.4,10.2,0,361,3248.1
06-01-2021 7.00,167.3,387.8,525,65.6,1172.8,11.1,0,354.8,3424.4
06-01-2021 7.30,169.1,388.1,521.9,65.6,1251,11.9,0,339.5,3618.1
06-01-2021 8.00,171.1,418.9,527.9,65.7,1257.2,11.6,0,310.3,3789.9
06-01-2021 8.30,172.8,418.7,528.8,103.6,1297,13.4,0,270.5,3942.7
06-01-2021 9.00,174.6,422.4,534,115.9,1308.5,7.3,0,234.2,4105.8
06-01-2021 9.30,175.4,449.8,596.7,115.6,1374.3,7.5,0,207.6,4245.3
06-01-2021 10.00,174.2,464,661.7,115,1364.6,6.2,0,189.7,4328.5
06-01-2021 10.30,192.2,468.8,679,115,1357.6,5.1,0,181.5,4376.7
06-01-2021 11.00,193.1,472.2,704.1,115,1392.3,5.9,0,150.2,4427.3
06-01-2021 11.30,191.1,473.8,694.5,112.5,1358.4,0,0,127.4,4457.4
06-01-2021 12.00,198.7,475.9,743.7,119.1,1426.9,0,0,111.1,4480.9
06-01-2021 12.30,201.7,477.7,782.7,117.3,1406,0,0,89,4546.6
06-01-2021 13.00,198.3,469.9,788.3,112,1367.5,0,0,82.5,4590.6
06-01-2021 13.30,183.2,456.9,774.6,111.8,1368,0,0,89.3,4521.2
06-01-2021 14.00,184.5,419.6,761.4,113,1388.1,0,0,110.3,4483
06-01-2021 14.30,185.2,418.2,770.6,114.8,1415.3,0,0,132,4457
06-01-2021 15.00,185,433.3,802.3,116.2,1431,25.1,0,133.7,4446.8
06-01-2021 15.30,184,455.3,857.5,112,1398.2,20.2,40,146,4470.4
06-01-2021 16.00,188.2,467.6,888.6,113.2,1414.5,20.2,155.1,130.9,4555.2
06-01-2021 16.30,215.9,465.1,897.5,111.8,1395.8,97.9,194.5,138.5,4710.8
06-01-2021 17.00,218.7,465.4,919.9,116.6,1458.3,184.2,205.6,132.6,5037.3
06-01-2021 17.30,219,468.3,933.1,118.8,1476.8,266,242.8,126.8,5225
06-01-2021 18.00,217.3,464,913,115.2,1473,292.1,238.6,105.1,5178.2
06-01-2021 18.30,202.4,467.4,912.3,115.2,1448.4,290.3,104.5,124,5029.2
06-01-2021 19.00,202.6,473.6,921.9,114.7,1471.5,141.3,102.9,140.2,4863.8
06-01-2021 19.30,202.2,473.1,888.3,114.4,1420.4,20.9,67.5,131.3,4702.1
06-01-2021 20.00,197.7,475.4,817,110.8,1338.1,19.6,0,135.7,4549.1
06-01-2021 20.30,190.3,422.8,730.8,111.1,1280.2,19,0,121.7,4418.6
06-01-2021 21.00,170.6,418.3,677.3,108.3,1244,19.8,0,118.1,4296.7
06-01-2021 21.30,172.6,418.9,668.2,112.5,1228.5,19,0,136.5,4151.9
06-01-2021 22.00,175.6,392.6,618.9,117.3,1209.1,29.9,0,156.6,4002.1
06-01-2021 22.30,176.2,380.7,608.7,65.9,1220,33.1,0,159.6,3854.2
06-01-2021 23.00,175.5,388.5,601.2,65.7,1193,27.4,0,158.5,3756.7
06-01-2021 23.30,173.3,377.6,590.7,65.7,1164,19.3,0,169.8,3720.9
07-01-2021 0.00,174.2,355.4,573.5,65.6,1076.5,5,0,171.7,3580
07-01-2021 0.30,168.5,358.3,485.1,65.6,1188,0,0,202.2,3472
07-01-2021 1.00,153.7,381.9,462.2,65.9,1202.3,0,0,178.2,3349.3
07-01-2021 1.30,154.8,359.7,475.6,65.8,1163.9,0,0,174.7,3253.2
07-01-2021 2.00,154.7,351.9,471.4,65.8,1230.2,0,0,209.8,3173.3
07-01-2021 2.30,154.7,348.5,467.6,65.7,1116.5,0,0,281.8,3116.9
07-01-2021 3.00,154.8,350.3,476.8,65.7,1129.6,0,0,276.1,3071.9
07-01-2021 3.30,156,358.6,483,65.7,1152.4,0,0,236.6,3031.9
07-01-2021 4.00,154.9,350.6,475.3,65.7,1130.1,0,0,271.5,3026.8
07-01-2021 4.30,155.6,355.8,483.7,65.6,1153.4,0,0,260.4,3009.4
07-01-2021 5.00,154.1,349.4,478,65.8,1228.7,0,0,243.2,3013.1
07-01-2021 5.30,152.4,342.3,461.5,65.7,1234.3,0,0,278.7,3049.9
07-01-2021 6.00,151.4,343.2,400.3,65.7,1184.1,0,0,321,3132.8
07-01-2021 6.30,149.6,339.1,402.3,65.6,1217.3,5.2,0,286.3,3269.5
07-01-2021 7.00,152,349,412.5,65.8,1246.9,6.1,0,365.9,3445.9
07-01-2021 7.30,149,379.1,504.7,65.7,1270.4,5.3,0,406.2,3645.7
07-01-2021 8.00,150.5,417.8,545.2,65.7,1288.8,10,0,467.5,3836.2
07-01-2021 8.30,155.3,420.3,566.3,78.2,1320.2,12.2,0,526.5,3984.9
07-01-2021 9.00,150.5,415.7,537.5,107.2,1279.9,9.9,0,696.3,4167.4
