Date (GMT+1),Hydro Run-of-River,Fossil hard coal,Fossil oil,Fossil peat,Fossil gas,Hydro pumped storage,Others,Wind onshore,Load
02-01-2019 5.00,115.7,0,34,342.4,587.8,0,0,93.5,2377.6
02-01-2019 5.30,114.2,0,33.9,341.5,577.8,0,0,111.2,2414.7
02-01-2019 6.00,116.2,0,33.6,343.6,646.9,0,0,115.5,2508.8
02-01-2019 6.30,116.8,0,33.8,343.9,796.8,0,0,115.9,2660.9
02-01-2019 7.00,113.1,0,33.8,338.5,836.5,10.1,0,112.7,2862.2
02-01-2019 7.30,111.7,0,34.1,334.9,910.7,20,0,119.9,3071.6
02-01-2019 8.00,116.2,0,34.4,329.8,947.3,25,0,109.5,3243.7
02-01-2019 8.30,130.8,0,63,324.2,953.9,20,0,119.9,3378.9
02-01-2019 9.00,131.8,0,107.7,331.9,969.3,20.2,0,114.7,3488.6
02-01-2019 9.30,131.7,0,160.8,337.7,1031.2,59.3,0,100.7,3625.2
02-01-2019 10.00,131.6,0,242.7,339.5,1042.2,60.3,0,109.8,3730.3
02-01-2019 10.30,133.7,0,315.1,342.9,1063.7,27.2,0,137.4,3818.6
02-01-2019 11.00,135.8,0,371.2,341.9,1063.8,26.5,0,151.4,3878.4
02-01-2019 11.30,150.8,0,392,341.1,1050,24.8,0,164.6,3923.9
02-01-2019 12.00,150.2,6,417.8,337.3,1095.2,19.8,0.7,161.2,3956.9
02-01-2019 12.30,137.8,6,424.4,339.9,1127.2,20.8,0.7,158.6,3978.8
02-01-2019 13.00,137.1,6,413.7,335.9,1182.8,20.1,0.7,169,4000.4
02-01-2019 13.30,138.3,6,400.5,338.2,1136.4,20.3,0.7,171.9,3952.3
02-01-2019 14.00,137.7,6,326.7,338.8,1184.5,20,0.7,181.4,3929.5
02-01-2019 14.30,124.8,6.1,253.7,340.8,1231.4,20.7,0.7,202.6,3925.4
02-01-2019 15.00,133.6,6.3,250.5,340,1229.3,21.2,0.7,197.4,3908.5
02-01-2019 15.30,136.9,6.3,253.7,340.8,1260.6,23.6,0.7,196.1,3936.6
02-01-2019 16.00,146.1,5.7,262.9,341.7,1275,26.6,0.7,217.3,4000.4
02-01-2019 16.30,148,6,270.9,342,1362.2,65.7,0.7,240.6,4165.7
02-01-2019 17.00,147.6,6,317.5,341.5,1433.7,146.8,13.6,263.8,4420.9
02-01-2019 17.30,146.7,5.7,378.6,338.6,1382.2,180.4,116,288.4,4549.1
02-01-2019 18.00,160.8,6.2,323.3,337.3,1372.2,177.4,153.6,297.9,4542.6
02-01-2019 18.30,162.8,6,272.5,335.1,1362.5,175.1,113.3,327.4,4455.9
02-01-2019 19.00,164.6,6,180.5,338.1,1381.8,141.3,37.8,324.9,4341.9
02-01-2019 19.30,164.9,6.3,141.6,339.4,1368,139.5,0.7,301.1,4225.9
02-01-2019 20.00,162,6.3,89.9,339.5,1368.7,60.2,0.7,315.6,4107
02-01-2019 20.30,143.9,6.2,60.2,341.3,1322.7,28,0.7,310.9,3964.9
02-01-2019 21.00,141.8,6.2,59.1,342.2,1337.8,27.2,0.7,292.6,3899.7
02-01-2019 21.30,139.2,6.1,42.8,340.7,1229.8,23.8,0.7,298.6,3720.3
02-01-2019 22.00,136.6,6,41.1,334.7,1062.8,17.9,0.7,314.9,3582.6
02-01-2019 22.30,120.9,6.4,41.7,335.7,980.1,20.1,0.7,341.4,3418.8
02-01-2019 23.00,117.8,0,36.8,322.9,985.9,22.6,0,367.7,3328
02-01-2019 23.30,118.1,0,36.5,323.1,985,15.4,0,374.8,3285.6
03-01-2019 0.00,118.1,0,36.6,323.8,987.4,0,0,381.8,3135.6
03-01-2019 0.30,104.7,0,36.3,324.5,922.5,0,0,385.9,3005.3
03-01-2019 1.00,106.4,0,36,332.4,854.7,0,0,382.8,2884.6
03-01-2019 1.30,101.4,0,36.3,340.3,818,0,0,404.4,2781.5
03-01-2019 2.00,101.3,0,36.5,340,749.9,0,0,377.9,2707.7
03-01-2019 2.30,101.5,0,35.6,340.1,649.8,0,0,371.2,2646.3
03-01-2019 3.00,101.5,0,36.5,339.8,608.4,0,0,332.5,2602
03-01-2019 3.30,102,0,37.5,340.6,601.6,0,0,314.1,2579.5
03-01-2019 4.00,102.2,0,37.9,341.8,608.2,0,0,310.4,2582.3
03-01-2019 4.30,101.6,0,37,340.3,596.8,0,0,324.7,2576.5
03-01-2019 5.00,101.8,0,37.8,340.2,597.4,0,0,320.2,2590.4
03-01-2019 5.30,102.5,0,37.9,341.5,636.2,0,0,343.7,2628.8
03-01-2019 6.00,101.1,0,35.8,337.5,750,0,0,367.7,2718.1
03-01-2019 6.30,101.4,0,40.8,338.6,950.2,0,0,350.9,2886.2
03-01-2019 7.00,99.4,0,51.6,333.6,921.9,0,0,390.4,3073.3
03-01-2019 7.30,100.7,0,36,339.2,941.8,16,0,378.8,3273.7
03-01-2019 8.00,103.7,0,35.2,343.2,1002.4,69.1,0,350.3,3435.5
03-01-2019 8.30,121.2,0,35.9,342.2,1099.8,70.8,0,323.6,3563.8
03-01-2019 9.00,117.3,0,74.5,333.1,1105.9,58,0,329.6,3673.2
03-01-2019 9.30,118.4,0,124.6,334.8,1114.2,20.4,0,342.8,3802.5
03-01-2019 10.00,120.2,0,124.6,340.8,1139.4,26.6,0,336.1,3869
03-01-2019 10.30,119.4,0,123.8,338.9,1130.8,23.5,0,385,3919
03-01-2019 11.00,120.5,0,83.2,341.2,1262.1,27.2,0,402.6,3970.4
03-01-2019 11.30,119.5,0,74.7,340,1312.8,22.4,0,397.2,4004.2
03-01-2019 12.00,119,6.4,76.3,338.2,1297.5,20.4,0.7,464.4,4020.5
03-01-2019 12.30,119.4,6.3,42.2,339.5,1308,22.5,0.7,515.9,4053.1
03-01-2019 13.00,119.6,6.4,42.6,339.7,1314.5,23.6,0.7,528.5,4087.4
03-01-2019 13.30,118.1,5.7,40.2,334.6,1280.3,19.9,0.7,551.4,4033.2
03-01-2019 14.00,104.8,5.5,43,337.4,1262.7,20.2,0.7,538.5,4012.9
03-01-2019 14.30,105,6.1,42.5,339.2,1243.4,20.3,0.7,549.1,4017.4
03-01-2019 15.00,108.4,6.1,42.9,335.6,1235.9,20.1,0.7,558.7,4008.2
03-01-2019 15.30,119.5,6.6,57.2,334.7,1227.8,20.1,0.7,594.4,4031
03-01-2019 16.00,136.4,6.1,56.6,338,1245.9,20.2,0.7,620.3,4099
03-01-2019 16.30,143.1,6.1,94.6,342,1273.4,27.1,0.7,667.3,4257.4
03-01-2019 17.00,147.9,6.3,146.4,341.9,1380.8,149.3,13.7,596.3,4495.8
03-01-2019 17.30,147.7,5.9,180.5,342,1377.4,187.4,53.9,589,4604.9
03-01-2019 18.00,163.8,5.5,223.3,335.3,1333.4,176.5,54.1,597.6,4577
03-01-2019 18.30,161.7,5.9,175.2,333.6,1320.8,173.5,0.7,618.3,4501
03-01-2019 19.00,157.3,5.9,137.6,332.1,1313.9,171.4,0.7,641.1,4398
03-01-2019 19.30,146.1,6.1,76.5,339.8,1362.7,23.5,0.7,642.8,4275.3
03-01-2019 20.00,128.2,6,61.5,339.1,1262,19.3,0.7,620.5,4147.6
03-01-2019 20.30,102.6,6.3,60.9,333.8,1233.5,19.8,0.7,617.8,4020.1
03-01-2019 21.00,99,5.7,45,332.3,1111.1,23.8,0.7,642.7,3930.5
03-01-2019 21.30,97.7,5.9,42.8,334,955.6,19.3,0.7,697.8,3768.9
03-01-2019 22.00,97.4,5.5,41.5,334.8,857.4,20.9,0.7,795.3,3619.9
03-01-2019 22.30,95.8,5.7,40.7,331.2,834.9,16.5,0.7,834.4,3471.4
03-01-2019 23.00,81.7,0,36.5,331,601,13,0,907.7,3382.1
03-01-2019 23.30,84.1,0,37.2,335.8,619.1,0,0,912.8,3336.7
04-01-2019 0.00,78.5,0,36.9,332.6,589.8,0,0,947.6,3182.9
04-01-2019 0.30,79.6,0,38.2,336.2,538.7,0,0,934,3055
04-01-2019 1.00,77.7,0,38.1,331.2,473.1,0,0,942,2923.8
04-01-2019 1.30,48.5,0,38.5,283.4,425.2,0,0,933.7,2827.2
04-01-2019 2.00,48.5,0,87.1,224.4,425.1,0,0,869.2,2751.3
04-01-2019 2.30,49.2,0,90.8,202,446.5,0,0,723.2,2691.4
04-01-2019 3.00,50.1,0,133.4,207.5,465.9,0,0,694.9,2656.7
04-01-2019 3.30,50.3,0,174.5,155.5,461.5,0,0,735.1,2632.1
04-01-2019 4.00,49.4,0,215.5,152.3,454.6,0,0,704.2,2638.6
04-01-2019 4.30,49,0,241,150.7,439.9,0,0,647,2613.3
04-01-2019 5.00,80.6,0,239.9,132.3,495.6,0,0,577.8,2625.3
04-01-2019 5.30,80.7,0,240.9,212.9,481.6,0,0,592.2,2666.7
04-01-2019 6.00,84.4,0,36.6,272.6,532.1,0,0,555.1,2759.1
04-01-2019 6.30,92.7,0,57.1,271.4,794.9,0,0,535.3,2911.7
04-01-2019 7.00,101.3,0,71.7,309.9,837.4,0,0,563.8,3097.5
04-01-2019 7.30,101.5,0,96.3,338.8,840.8,15.7,0,556.3,3322.8
04-01-2019 8.00,97.8,0,159.7,330.9,935.1,19.8,0,551.7,3477.2
04-01-2019 8.30,101.6,0,194.3,340.1,1064.4,20.4,0,546.2,3601.7
04-01-2019 9.00,104.4,0,219.3,345.6,1168.5,32.5,0,570.9,3709.4
04-01-2019 9.30,102.1,0,269.3,343,1261.3,24.6,0,584.7,3852.9
04-01-2019 10.00,102.3,0,279.3,342.4,1264.2,25,0,604,3914.6
04-01-2019 10.30,101.9,0,251.9,342.2,1328.3,24.4,0,627,3963.4
04-01-2019 11.00,101.7,0,262.6,340.8,1337.8,20.6,0,623.7,4008.4
04-01-2019 11.30,101.7,0,259.8,341.6,1352.4,24.7,0,656.5,4050.6
04-01-2019 12.00,101.9,6.2,266.6,341.8,1352.5,24.3,0.7,710.7,4074.9
04-01-2019 12.30,102,5.8,260.5,341.7,1353.5,23.9,0.7,730.5,4103.5
04-01-2019 13.00,102,5.9,240.9,344,1380.7,24.7,0.7,723.7,4130.9
04-01-2019 13.30,101.1,5.9,237.7,338.1,1329,20,0.7,687.6,4063.6
04-01-2019 14.00,102.2,5.9,239.4,343.9,1308.9,19.8,0.7,675.6,4021.2
04-01-2019 14.30,104.2,6.2,238.5,342.9,1342.2,21.3,0.7,680.5,4022.5
04-01-2019 15.00,109.2,5.7,244.2,343.7,1345.8,24.2,0.7,667,4009.9
04-01-2019 15.30,136.6,5.7,278,342.9,1349.8,26.2,0.7,634.5,4023.4
04-01-2019 16.00,143.2,5.8,324.4,341.9,1335,68.3,0.7,657.4,4090.1
04-01-2019 16.30,146.2,5.7,356.1,341.8,1335.6,116.2,0.7,676.6,4221.3
04-01-2019 17.00,145.8,5.7,422.7,339.8,1370.3,156.2,23.1,706.2,4418.9
04-01-2019 17.30,146.2,5.7,234.9,341.9,1438,198.4,141.2,770.1,4524.8
04-01-2019 18.00,145.7,8.4,218.3,336.4,1405.4,136.7,137.7,882.5,4529.9
04-01-2019 18.30,145.8,8.2,208,338.5,1411.8,137.7,0.8,837.6,4424.1
04-01-2019 19.00,139.2,8.9,188.8,338,1358.8,100,0.7,872.2,4325.3
04-01-2019 19.30,136.7,8.8,160.6,334.4,1336.7,57.7,0.7,895.9,4205
04-01-2019 20.00,125.3,8.8,119.5,335,1248,19.8,0.7,929.6,4089.2
04-01-2019 20.30,98,9.1,120.7,333.9,1127.4,20.2,0.7,1006.9,3977.8
04-01-2019 21.00,87.4,8.8,123.4,335.7,1116.7,22.7,0.7,1093.9,3868.9
04-01-2019 21.30,80,8.9,124.3,337.4,1120.7,19.3,0.7,1132.2,3723.9
04-01-2019 22.00,80.1,9.2,125.5,337.8,1083.2,18.9,0.7,1154.3,3567.9
04-01-2019 22.30,79.6,8.7,122,334,922.9,18.4,0.7,1138.2,3430.3
04-01-2019 23.00,78.5,0,90.9,333.9,840.4,22.1,0,1169,3376.7
04-01-2019 23.30,80.1,0,34.7,338.3,958,13.7,0,1122.8,3337.7
05-01-2019 0.00,79.7,0,36.5,337.9,962,0,0,1088.4,3223.8
05-01-2019 0.30,80,0,36.4,336.3,733.8,0,0,1058.4,3095.8
05-01-2019 1.00,80.1,0,35.6,335.2,729.8,0,0,1013.6,2968.2
05-01-2019 1.30,78.2,0,36.8,324.9,657.9,0,0,1081.6,2875
05-01-2019 2.00,78.7,0,36.8,333.5,502.9,0,0,1070.6,2783.5
05-01-2019 2.30,80,0,36.4,337.7,536.6,0,0,1092.4,2715.3
05-01-2019 3.00,79.5,0,37.5,334.3,512.4,0,0,1119,2666
05-01-2019 3.30,82.4,0,36,292.2,482.3,0,0,1120.3,2619.5
05-01-2019 4.00,83.2,0,36.2,233.2,606.4,0,0,1025.5,2608.4
05-01-2019 4.30,80.9,0,37.5,275.5,499.7,0,0,943.6,2597.6
05-01-2019 5.00,81.1,0,37.8,313.7,506.9,0,0,972.2,2579.3
05-01-2019 5.30,82.7,0,36.3,339,534.4,0,0,958.8,2597.5
05-01-2019 6.00,83.6,0,37.2,345.9,546.7,0,0,909.5,2623.7
05-01-2019 6.30,92.8,0,36.3,341,548.6,0,0,869.8,2683.3
05-01-2019 7.00,105.6,0,36.9,344.9,649.8,0,0,804.9,2748
05-01-2019 7.30,103,0,37.5,343.6,765.8,28.9,0,784.3,2862.6
05-01-2019 8.00,102.2,0,36.2,340.3,883.6,99.4,0,728.5,2941.8
05-01-2019 8.30,101.9,0,35.6,340.4,998.8,60.1,0,686.2,3025.2
05-01-2019 9.00,105.1,0,35.2,344.6,1024.6,34.4,0,682.6,3137.5
05-01-2019 9.30,101.7,0,36,339,997.1,60,0,675.9,3287.3
05-01-2019 10.00,101.7,0,36.6,339.8,1004.3,21.2,0,720.2,3415.7
05-01-2019 10.30,103.7,0,37.4,343.4,1018.7,31.5,0,713.5,3497.9
05-01-2019 11.00,102.1,0,36.6,340.5,1007.1,71.5,0,756.3,3584.2
05-01-2019 11.30,102.1,0,37.5,340.6,1062.4,71.3,50.4,708.1,3642.3
05-01-2019 12.00,103,5.5,44.6,342,1097.3,69.1,31,687.1,3679.2
05-01-2019 12.30,101.8,5.5,43.1,339.8,1147.6,60.8,88.5,616.4,3708.7
05-01-2019 13.00,101.1,5.5,43.3,338.5,1287,19.9,54.5,568.1,3705
05-01-2019 13.30,101.6,5.5,43.8,340.6,1403.7,21.6,0.7,578.7,3683.7
05-01-2019 14.00,99.2,5.3,149.1,335.8,1347.1,19.9,0.7,579,3667.5
05-01-2019 14.30,101.5,5.5,234.9,338.9,1258,20,0.7,500.6,3646.5
05-01-2019 15.00,100.7,5.3,42.9,338.2,1368.7,58.7,0.7,482,3655
05-01-2019 15.30,109.8,5.4,41.6,340.4,1389.9,19.8,0.7,454.3,3664.2
05-01-2019 16.00,113.4,5.5,85,340.3,1387.7,20.3,0.7,483.8,3724.3
05-01-2019 16.30,120.2,5.3,132.2,340.1,1391.5,20,0.7,525.6,3881
05-01-2019 17.00,118.9,5.3,170.7,338.1,1373,59.2,0.7,557.1,4121.8
05-01-2019 17.30,120.6,5.3,218.6,339.7,1424.5,103,60.6,518.9,4248
05-01-2019 18.00,118.2,5.3,214.1,336.2,1391.8,96.5,46.9,528.5,4232
05-01-2019 18.30,118.2,5.7,162.1,333.3,1396.8,96.7,10.8,532.6,4156.8
05-01-2019 19.00,119.1,5.7,125.3,333.9,1406.1,19.6,0.7,529.9,4039.1
05-01-2019 19.30,113.8,5.7,81.4,339.2,1357.9,23.7,0.7,549.1,3923.5
05-01-2019 20.00,100.8,5.9,40.9,335.8,1413.5,20,0.7,540.5,3822.7
05-01-2019 20.30,92.7,5.9,40.9,336.5,1352,20,0.7,513.4,3713.8
05-01-2019 21.00,80.5,5.5,41.8,339.6,1372.2,24.3,0.7,496.8,3593.5
05-01-2019 21.30,80.4,5.9,40.5,339.7,1344,22.6,0.7,513.5,3487.6
05-01-2019 22.00,78,7.8,41.2,330.6,1205.6,22.5,0.7,523.6,3373.7
05-01-2019 22.30,77.9,7.5,43,331.4,1181.2,20.1,0.7,614.8,3268.1
05-01-2019 23.00,79.4,7.6,42.5,333.4,1078.3,18.5,0.7,645.2,3222.9
05-01-2019 23.30,77.9,7.3,40.5,330,901.4,19.6,0.7,628.9,3222.4
06-01-2019 0.00,77.5,0,35.6,331,797.1,0,0,606,3133
06-01-2019 0.30,80.8,0,36,340.4,724.7,0,0,558,3004.8
06-01-2019 1.00,81,0,36.6,341.1,726.7,0,0,525.3,2907
06-01-2019 1.30,78,0,36.1,298.5,638.1,0,0,534.6,2788.5
06-01-2019 2.00,79.1,0,36.1,235.7,718.1,0,0,499.7,2690.3
06-01-2019 2.30,80,0,37.2,206.4,753.5,0,0,506.8,2614.4
06-01-2019 3.00,80.4,0,37.2,188.7,657.2,0,0,504.5,2559.1
06-01-2019 3.30,80,0,37.5,150,647.6,0,0,507.2,2530.9
06-01-2019 4.00,80.4,0,37.5,147.9,649.5,0,0,494.4,2507.5
06-01-2019 4.30,80.2,0,37.8,119.9,650.5,0,0,495.2,2476.8
06-01-2019 5.00,80.4,0,36.6,121.7,654.7,0,0,487.7,2473.2
06-01-2019 5.30,81.6,0,38,124.9,710.6,0,0,417.7,2474.5
06-01-2019 6.00,81,0,37.7,202.1,712.4,0,0,359.5,2511.5
06-01-2019 6.30,80.2,0,36.1,264.6,692.4,0,0,330.2,2542
06-01-2019 7.00,80.5,0,37.4,270.8,705.4,0,0,317.9,2578.3
06-01-2019 7.30,79.7,0,36.1,307.3,675.7,0,0,290.6,2629.2
06-01-2019 8.00,80.5,0,35.7,339.9,813.2,20.6,0,272.2,2670.5
06-01-2019 8.30,81.9,0,35.5,341.8,885.6,28,0,313.5,2714
06-01-2019 9.00,80.8,0,34.5,340.1,947.5,24.3,0,368.7,2785.7
06-01-2019 9.30,80.3,0,36,338.5,1048.4,20.5,0,442.6,2930.7
06-01-2019 10.00,103.1,0,34.5,342.1,1101.5,28.5,0,460.8,3066
06-01-2019 10.30,102.9,0,35,342.2,1099.1,26.9,0,502.5,3206.5
06-01-2019 11.00,103.5,10.5,38.8,341.8,1161.5,28.9,0.6,485,3308.7
06-01-2019 11.30,101.4,10.8,39.7,338,1333.9,20.4,0.7,490.9,3376.1
06-01-2019 12.00,101.5,10.9,41.4,339.8,1290.5,20.1,0.6,504.8,3475.7
06-01-2019 12.30,100.9,10.8,42.1,337.2,1356.7,19.9,0.7,561.6,3549
06-01-2019 13.00,101.5,10.5,42.2,339.4,1188.1,20.1,0.7,624.2,3575.4
06-01-2019 13.30,101.2,11.1,39.8,336.8,1163,20.1,0.6,636.1,3568.8
06-01-2019 14.00,101.6,10.4,8.9,339.5,1169.3,20.1,0.7,660.8,3511.8
06-01-2019 14.30,103,10.7,5.3,343.3,1189,27.5,0.7,671.3,3472.2
06-01-2019 15.00,100.2,10.3,4.9,334.7,1091.8,19.9,0.7,696.1,3450.3
06-01-2019 15.30,101.9,10.7,5.2,342.9,1009.3,24.4,0.7,703.9,3457
06-01-2019 16.00,101.8,10.7,4.2,340.4,1053.3,60.4,0.7,710.1,3513
06-01-2019 16.30,102.4,10.7,4.4,342.3,1108.8,104.6,0.7,777.7,3670.3
06-01-2019 17.00,101.8,11,4.1,340.4,1136.7,104.9,0.7,860.6,3926.4
06-01-2019 17.30,116.1,11.2,4.1,340.4,1131.9,159.9,0.7,871.4,4053.1
06-01-2019 18.00,115.9,12.3,4,337.3,1118,159.4,0.7,920.9,4097.9
06-01-2019 18.30,101,11.8,4,337.5,1120.5,118.7,0.6,893.5,4018.3
06-01-2019 19.00,99.9,11.7,4,334.3,1106.1,96.8,0.7,907.4,3928.4
06-01-2019 19.30,98,12.5,4,320.6,1017.3,92.6,0.6,949.5,3858.8
06-01-2019 20.00,102,12.3,4,329.3,1041.7,103.3,0.7,932.8,3784
06-01-2019 20.30,94.2,13.6,4.1,333.8,1138.1,110,0.6,998.7,3706.8
06-01-2019 21.00,80.4,14.5,4,329.8,1111.8,64.6,0.7,1019.6,3598.2
06-01-2019 21.30,77.5,14.6,4.1,319.3,1043.9,17.4,0.7,1048.3,3437.9
06-01-2019 22.00,79.6,14.8,4.4,325.3,882.1,20.7,0.7,1032.2,3287
06-01-2019 22.30,78.8,15.1,4,335.8,648.6,20.4,0.7,1067.9,3177.4
06-01-2019 23.00,80.4,14.6,4.6,289.6,638.5,17.6,0.7,982.1,3092.2
06-01-2019 23.30,80.8,14.4,4.6,332,682.1,22.8,0.7,1041.7,3049
07-01-2019 0.00,80.8,0,0,341.6,658.9,19.6,0,1068.5,2903.4
07-01-2019 0.30,80.7,0,0,336,822.9,0,0,1122,2817.4
07-01-2019 1.00,79.4,0,0,333.5,803.5,0,0,1118.6,2699.9
07-01-2019 1.30,79.8,0,0,336.2,720.4,0,0,1183.8,2626.8
07-01-2019 2.00,77.5,0,0,297.2,575.9,0,0,1353.2,2579.1
07-01-2019 2.30,80.6,0,0,227,606.5,0,0,1373.5,2535.1
07-01-2019 3.00,81.6,0,0,230.8,635.4,0,0,1362,2492.3
07-01-2019 3.30,80.8,0,0,227.7,616,0,0,1493.1,2492.2
07-01-2019 4.00,81.4,0,0,221.2,630,0,0,1542.3,2495.7
07-01-2019 4.30,82.2,0,0,199.2,648.7,0,0,1689.2,2523.4
07-01-2019 5.00,82.7,0,0,159.1,665.9,0,0,1720.7,2528.5
07-01-2019 5.30,80.6,0,0,146.9,620.5,0,0,1854.8,2570.2
07-01-2019 6.00,81.3,0,0,126.6,631.7,0,0,2014.1,2712.7
07-01-2019 6.30,80.9,0,0,123.8,621,0,0,2060.6,2930.2
07-01-2019 7.00,81.3,0,0,124.6,629.5,19.6,0,2085.1,3206.6
07-01-2019 7.30,81.2,0,0,125.1,673.7,26.7,0,2265.4,3577.4
07-01-2019 8.00,82,0,0,205.9,757.7,25.8,0,2456.3,3786.7
07-01-2019 8.30,80.2,0,0,264.9,856.3,20.2,0,2458.2,3862.4
07-01-2019 9.00,79.6,0,0,283.9,741.2,20.1,0,2387.1,3832.4
07-01-2019 9.30,80.5,0,0,309.7,716.7,20.2,0,2361.9,3890.3
07-01-2019 10.00,80.7,0,0,341.1,680.6,25.2,0,2297,3890.3
07-01-2019 10.30,81.2,0,0,344.4,691.4,26.9,0,2219,3879.1
07-01-2019 11.00,80.8,0,0,341.6,733.8,24.3,0,2250.5,3901.1
07-01-2019 11.30,81.9,0,0,343.8,850.9,29.4,0,2213,3955.7
07-01-2019 12.00,93.1,14.6,4.3,343.2,959.6,27.9,0.7,2158,4014.8
